date,Date,pm25_sea_ma
23-01-2018 02:00,23-01-2018,315
23-01-2018 03:00,23-01-2018,318
23-01-2018 04:00,23-01-2018,325
23-01-2018 05:00,23-01-2018,332
23-01-2018 06:00,23-01-2018,323
23-01-2018 07:00,23-01-2018,316
23-01-2018 08:00,23-01-2018,306
23-01-2018 09:00,23-01-2018,315
23-01-2018 10:00,23-01-2018,321
23-01-2018 11:00,23-01-2018,305
23-01-2018 12:00,23-01-2018,300
23-01-2018 13:00,23-01-2018,175.375
23-01-2018 14:00,23-01-2018,177
23-01-2018 15:00,23-01-2018,132.1875
23-01-2018 16:00,23-01-2018,189.4375
23-01-2018 17:00,23-01-2018,198.5625
23-01-2018 18:00,23-01-2018,211.875
23-01-2018 19:00,23-01-2018,227.875
23-01-2018 20:00,23-01-2018,274.4375
23-01-2018 21:00,23-01-2018,321.5625
23-01-2018 22:00,23-01-2018,341.5625
23-01-2018 23:00,23-01-2018,352.5
24-01-2018 00:00,24-01-2018,347.625
24-01-2018 01:00,24-01-2018,330.3125
24-01-2018 02:00,24-01-2018,336.3125
24-01-2018 03:00,24-01-2018,339.25
24-01-2018 04:00,24-01-2018,329
24-01-2018 05:00,24-01-2018,312.75
24-01-2018 06:00,24-01-2018,320.9375
24-01-2018 07:00,24-01-2018,340.25
24-01-2018 08:00,24-01-2018,321.5625
24-01-2018 09:00,24-01-2018,327.5
24-01-2018 10:00,24-01-2018,315.375
24-01-2018 11:00,24-01-2018,251.7777778
24-01-2018 12:00,24-01-2018,270.2777778
24-01-2018 13:00,24-01-2018,208.9
24-01-2018 14:00,24-01-2018,211.4
24-01-2018 15:00,24-01-2018,169
24-01-2018 16:00,24-01-2018,203.4
24-01-2018 17:00,24-01-2018,178.8
24-01-2018 18:00,24-01-2018,198.1
24-01-2018 19:00,24-01-2018,237.3
24-01-2018 20:00,24-01-2018,277.8
24-01-2018 21:00,24-01-2018,314.3
24-01-2018 22:00,24-01-2018,335.3
24-01-2018 23:00,24-01-2018,361.3
25-01-2018 00:00,25-01-2018,357.1
25-01-2018 01:00,25-01-2018,347.9
25-01-2018 02:00,25-01-2018,353.6
25-01-2018 03:00,25-01-2018,347.2
25-01-2018 04:00,25-01-2018,326.2
25-01-2018 05:00,25-01-2018,296.3
25-01-2018 06:00,25-01-2018,297
25-01-2018 07:00,25-01-2018,320.9
25-01-2018 08:00,25-01-2018,277.2
25-01-2018 09:00,25-01-2018,267.1
25-01-2018 10:00,25-01-2018,258
25-01-2018 11:00,25-01-2018,216.8571429
25-01-2018 12:00,25-01-2018,291.1428571
25-01-2018 13:00,25-01-2018,276.1
25-01-2018 14:00,25-01-2018,273.1
25-01-2018 15:00,25-01-2018,242.4
25-01-2018 16:00,25-01-2018,239.3
25-01-2018 17:00,25-01-2018,157
25-01-2018 18:00,25-01-2018,181.5
25-01-2018 19:00,25-01-2018,244.7
25-01-2018 20:00,25-01-2018,282.8
25-01-2018 21:00,25-01-2018,312.2
25-01-2018 22:00,25-01-2018,333.9
25-01-2018 23:00,25-01-2018,381.1
26-01-2018 00:00,26-01-2018,374
26-01-2018 01:00,26-01-2018,372
26-01-2018 02:00,26-01-2018,383.1111111
26-01-2018 03:00,26-01-2018,368.2222222
26-01-2018 04:00,26-01-2018,332.1
26-01-2018 05:00,26-01-2018,275
26-01-2018 06:00,26-01-2018,269.3
26-01-2018 07:00,26-01-2018,298.7
26-01-2018 08:00,26-01-2018,221.1
26-01-2018 09:00,26-01-2018,186.1
26-01-2018 10:00,26-01-2018,167
26-01-2018 11:00,26-01-2018,179.7222222
26-01-2018 12:00,26-01-2018,296.4444444
26-01-2018 13:00,26-01-2018,299.8125
26-01-2018 14:00,26-01-2018,293.25
26-01-2018 15:00,26-01-2018,274.3125
26-01-2018 16:00,26-01-2018,247.4375
26-01-2018 17:00,26-01-2018,137.125
26-01-2018 18:00,26-01-2018,165.0625
26-01-2018 19:00,26-01-2018,242.875
26-01-2018 20:00,26-01-2018,281.5
26-01-2018 21:00,26-01-2018,304.625
26-01-2018 22:00,26-01-2018,320.875
26-01-2018 23:00,26-01-2018,378.25
27-01-2018 00:00,27-01-2018,373.0625
27-01-2018 01:00,27-01-2018,378.25
27-01-2018 02:00,27-01-2018,398.4285714
27-01-2018 03:00,27-01-2018,380.4285714
27-01-2018 04:00,27-01-2018,335.3125
27-01-2018 05:00,27-01-2018,264.125
27-01-2018 06:00,27-01-2018,254.625
27-01-2018 07:00,27-01-2018,283.875
27-01-2018 08:00,27-01-2018,189.0625
27-01-2018 09:00,27-01-2018,140.6875
27-01-2018 10:00,27-01-2018,123.3125
27-01-2018 11:00,27-01-2018,186
27-01-2018 12:00,27-01-2018,344
27-01-2018 13:00,27-01-2018,350
27-01-2018 14:00,27-01-2018,362
27-01-2018 15:00,27-01-2018,380
27-01-2018 16:00,27-01-2018,322
27-01-2018 17:00,27-01-2018,169
27-01-2018 18:00,27-01-2018,225
27-01-2018 19:00,27-01-2018,320
27-01-2018 20:00,27-01-2018,308
27-01-2018 21:00,27-01-2018,301
27-01-2018 22:00,27-01-2018,322
27-01-2018 23:00,27-01-2018,403
28-01-2018 00:00,28-01-2018,395
28-01-2018 01:00,28-01-2018,419
28-01-2018 02:00,28-01-2018,432
28-01-2018 03:00,28-01-2018,406
28-01-2018 04:00,28-01-2018,326
28-01-2018 05:00,28-01-2018,173
28-01-2018 06:00,28-01-2018,147
28-01-2018 07:00,28-01-2018,192
28-01-2018 08:00,28-01-2018,100
28-01-2018 09:00,28-01-2018,77
28-01-2018 10:00,28-01-2018,91
28-01-2018 11:00,28-01-2018,168
28-01-2018 12:00,28-01-2018,309
28-01-2018 13:00,28-01-2018,326
28-01-2018 14:00,28-01-2018,310
28-01-2018 15:00,28-01-2018,223
28-01-2018 16:00,28-01-2018,196
28-01-2018 17:00,28-01-2018,89
28-01-2018 18:00,28-01-2018,82
28-01-2018 19:00,28-01-2018,193
28-01-2018 20:00,28-01-2018,301
28-01-2018 21:00,28-01-2018,328
28-01-2018 22:00,28-01-2018,365
28-01-2018 23:00,28-01-2018,406
29-01-2018 00:00,29-01-2018,405
29-01-2018 01:00,29-01-2018,386
29-01-2018 02:00,29-01-2018,381
29-01-2018 03:00,29-01-2018,357
29-01-2018 04:00,29-01-2018,346
29-01-2018 05:00,29-01-2018,379
29-01-2018 06:00,29-01-2018,373
29-01-2018 07:00,29-01-2018,394
29-01-2018 08:00,29-01-2018,222
29-01-2018 09:00,29-01-2018,99
29-01-2018 10:00,29-01-2018,83
29-01-2018 11:00,29-01-2018,113
29-01-2018 12:00,29-01-2018,223
29-01-2018 13:00,29-01-2018,219
29-01-2018 14:00,29-01-2018,149
29-01-2018 15:00,29-01-2018,134
29-01-2018 16:00,29-01-2018,151
29-01-2018 17:00,29-01-2018,70
29-01-2018 18:00,29-01-2018,68
29-01-2018 19:00,29-01-2018,74
29-01-2018 20:00,29-01-2018,151
29-01-2018 21:00,29-01-2018,311
29-01-2018 22:00,29-01-2018,318
29-01-2018 23:00,29-01-2018,356
30-01-2018 00:00,30-01-2018,338
30-01-2018 01:00,30-01-2018,310
30-01-2018 02:00,30-01-2018,326.6666667
30-01-2018 03:00,30-01-2018,295.7037037
30-01-2018 04:00,30-01-2018,358
30-01-2018 05:00,30-01-2018,345
30-01-2018 06:00,30-01-2018,371
30-01-2018 07:00,30-01-2018,385
30-01-2018 08:00,30-01-2018,358
30-01-2018 09:00,30-01-2018,307
30-01-2018 10:00,30-01-2018,147
30-01-2018 11:00,30-01-2018,92
30-01-2018 12:00,30-01-2018,93
30-01-2018 13:00,30-01-2018,73
30-01-2018 14:00,30-01-2018,42
30-01-2018 15:00,30-01-2018,58
30-01-2018 16:00,30-01-2018,55
30-01-2018 17:00,30-01-2018,51
30-01-2018 18:00,30-01-2018,66
30-01-2018 19:00,30-01-2018,95
30-01-2018 20:00,30-01-2018,184
30-01-2018 21:00,30-01-2018,190
30-01-2018 22:00,30-01-2018,115
30-01-2018 23:00,30-01-2018,153
31-01-2018 00:00,31-01-2018,188
31-01-2018 01:00,31-01-2018,223
31-01-2018 02:00,31-01-2018,283
31-01-2018 03:00,31-01-2018,332
31-01-2018 04:00,31-01-2018,332
31-01-2018 05:00,31-01-2018,304
31-01-2018 06:00,31-01-2018,341
31-01-2018 07:00,31-01-2018,344
31-01-2018 08:00,31-01-2018,315
31-01-2018 09:00,31-01-2018,310
31-01-2018 10:00,31-01-2018,298
31-01-2018 11:00,31-01-2018,290
31-01-2018 12:00,31-01-2018,154
31-01-2018 13:00,31-01-2018,95
31-01-2018 14:00,31-01-2018,86
31-01-2018 15:00,31-01-2018,81
31-01-2018 16:00,31-01-2018,102
31-01-2018 17:00,31-01-2018,88
31-01-2018 18:00,31-01-2018,102
31-01-2018 19:00,31-01-2018,162
31-01-2018 20:00,31-01-2018,279
31-01-2018 21:00,31-01-2018,315
31-01-2018 22:00,31-01-2018,367
31-01-2018 23:00,31-01-2018,372
01-02-2018 00:00,01-02-2018,385
01-02-2018 01:00,01-02-2018,316
01-02-2018 02:00,01-02-2018,266
01-02-2018 03:00,01-02-2018,89
01-02-2018 04:00,01-02-2018,185
01-02-2018 05:00,01-02-2018,93
01-02-2018 06:00,01-02-2018,153
01-02-2018 07:00,01-02-2018,304
01-02-2018 08:00,01-02-2018,210
01-02-2018 09:00,01-02-2018,233
01-02-2018 10:00,01-02-2018,341
01-02-2018 11:00,01-02-2018,328
01-02-2018 12:00,01-02-2018,245
01-02-2018 13:00,01-02-2018,130
01-02-2018 14:00,01-02-2018,69
01-02-2018 15:00,01-02-2018,67
01-02-2018 16:00,01-02-2018,59
01-02-2018 17:00,01-02-2018,83
01-02-2018 18:00,01-02-2018,80
01-02-2018 19:00,01-02-2018,114
01-02-2018 20:00,01-02-2018,135
01-02-2018 21:00,01-02-2018,199
01-02-2018 22:00,01-02-2018,326
01-02-2018 23:00,01-02-2018,383
02-02-2018 00:00,02-02-2018,363
02-02-2018 01:00,02-02-2018,292
02-02-2018 02:00,02-02-2018,234
02-02-2018 03:00,02-02-2018,182
02-02-2018 04:00,02-02-2018,318
02-02-2018 05:00,02-02-2018,320
02-02-2018 06:00,02-02-2018,328
02-02-2018 07:00,02-02-2018,355
02-02-2018 08:00,02-02-2018,374
02-02-2018 09:00,02-02-2018,368
02-02-2018 10:00,02-02-2018,383
02-02-2018 11:00,02-02-2018,264
02-02-2018 12:00,02-02-2018,16
02-02-2018 13:00,02-02-2018,20
02-02-2018 14:00,02-02-2018,8
02-02-2018 15:00,02-02-2018,5
02-02-2018 16:00,02-02-2018,46
02-02-2018 17:00,02-02-2018,49
02-02-2018 18:00,02-02-2018,71
02-02-2018 19:00,02-02-2018,77
02-02-2018 20:00,02-02-2018,98
02-02-2018 21:00,02-02-2018,189
02-02-2018 22:00,02-02-2018,314
02-02-2018 23:00,02-02-2018,307
03-02-2018 00:00,03-02-2018,284
03-02-2018 01:00,03-02-2018,171
03-02-2018 02:00,03-02-2018,248
03-02-2018 03:00,03-02-2018,128
03-02-2018 04:00,03-02-2018,149
03-02-2018 05:00,03-02-2018,175
03-02-2018 06:00,03-02-2018,190
03-02-2018 07:00,03-02-2018,312
03-02-2018 08:00,03-02-2018,323
03-02-2018 09:00,03-02-2018,327
03-02-2018 10:00,03-02-2018,350
03-02-2018 11:00,03-02-2018,326
03-02-2018 12:00,03-02-2018,233
03-02-2018 13:00,03-02-2018,27
03-02-2018 14:00,03-02-2018,20
03-02-2018 15:00,03-02-2018,22
03-02-2018 16:00,03-02-2018,53
03-02-2018 17:00,03-02-2018,52
03-02-2018 18:00,03-02-2018,40
03-02-2018 19:00,03-02-2018,43
03-02-2018 20:00,03-02-2018,61
03-02-2018 21:00,03-02-2018,179
03-02-2018 22:00,03-02-2018,218
03-02-2018 23:00,03-02-2018,318
04-02-2018 00:00,04-02-2018,329
04-02-2018 01:00,04-02-2018,301
04-02-2018 02:00,04-02-2018,198
04-02-2018 03:00,04-02-2018,279
04-02-2018 04:00,04-02-2018,271
04-02-2018 05:00,04-02-2018,302
04-02-2018 06:00,04-02-2018,308
04-02-2018 07:00,04-02-2018,384
04-02-2018 08:00,04-02-2018,346
04-02-2018 09:00,04-02-2018,303
04-02-2018 10:00,04-02-2018,340
04-02-2018 11:00,04-02-2018,323
04-02-2018 12:00,04-02-2018,145
04-02-2018 13:00,04-02-2018,4
04-02-2018 14:00,04-02-2018,13
04-02-2018 15:00,04-02-2018,36
04-02-2018 16:00,04-02-2018,49
04-02-2018 17:00,04-02-2018,33
04-02-2018 18:00,04-02-2018,36
04-02-2018 19:00,04-02-2018,59
04-02-2018 20:00,04-02-2018,100
04-02-2018 21:00,04-02-2018,233
04-02-2018 22:00,04-02-2018,327
04-02-2018 23:00,04-02-2018,321
05-02-2018 00:00,05-02-2018,312
05-02-2018 01:00,05-02-2018,214
05-02-2018 02:00,05-02-2018,320
05-02-2018 03:00,05-02-2018,330
05-02-2018 04:00,05-02-2018,337
05-02-2018 05:00,05-02-2018,312
05-02-2018 06:00,05-02-2018,315
05-02-2018 07:00,05-02-2018,366
05-02-2018 08:00,05-02-2018,337
05-02-2018 09:00,05-02-2018,341
05-02-2018 10:00,05-02-2018,317
05-02-2018 11:00,05-02-2018,304
05-02-2018 12:00,05-02-2018,219
05-02-2018 13:00,05-02-2018,90
05-02-2018 14:00,05-02-2018,52
05-02-2018 15:00,05-02-2018,24
05-02-2018 16:00,05-02-2018,49
05-02-2018 17:00,05-02-2018,7
05-02-2018 18:00,05-02-2018,37
05-02-2018 19:00,05-02-2018,60
05-02-2018 20:00,05-02-2018,141
05-02-2018 21:00,05-02-2018,316
05-02-2018 22:00,05-02-2018,322
05-02-2018 23:00,05-02-2018,347
06-02-2018 00:00,06-02-2018,324
06-02-2018 01:00,06-02-2018,324
06-02-2018 02:00,06-02-2018,326
06-02-2018 03:00,06-02-2018,334
06-02-2018 04:00,06-02-2018,332
06-02-2018 05:00,06-02-2018,343
06-02-2018 06:00,06-02-2018,201
06-02-2018 07:00,06-02-2018,345
06-02-2018 08:00,06-02-2018,327
06-02-2018 09:00,06-02-2018,302
06-02-2018 10:00,06-02-2018,305
06-02-2018 11:00,06-02-2018,171
06-02-2018 12:00,06-02-2018,80
06-02-2018 13:00,06-02-2018,114
06-02-2018 14:00,06-02-2018,78
06-02-2018 15:00,06-02-2018,53
06-02-2018 16:00,06-02-2018,36
06-02-2018 17:00,06-02-2018,30
06-02-2018 18:00,06-02-2018,67
06-02-2018 19:00,06-02-2018,94
06-02-2018 20:00,06-02-2018,125
06-02-2018 21:00,06-02-2018,97
06-02-2018 22:00,06-02-2018,152
06-02-2018 23:00,06-02-2018,171
07-02-2018 00:00,07-02-2018,311
07-02-2018 01:00,07-02-2018,363
07-02-2018 02:00,07-02-2018,359
07-02-2018 03:00,07-02-2018,324
07-02-2018 04:00,07-02-2018,272
07-02-2018 05:00,07-02-2018,189
07-02-2018 06:00,07-02-2018,241
07-02-2018 07:00,07-02-2018,332
07-02-2018 08:00,07-02-2018,316
07-02-2018 09:00,07-02-2018,271
07-02-2018 10:00,07-02-2018,258
07-02-2018 11:00,07-02-2018,248
07-02-2018 12:00,07-02-2018,142
07-02-2018 13:00,07-02-2018,82
07-02-2018 14:00,07-02-2018,68
07-02-2018 15:00,07-02-2018,47
07-02-2018 16:00,07-02-2018,76
07-02-2018 17:00,07-02-2018,57
07-02-2018 18:00,07-02-2018,59
07-02-2018 19:00,07-02-2018,87
07-02-2018 20:00,07-02-2018,84
07-02-2018 21:00,07-02-2018,147
07-02-2018 22:00,07-02-2018,232
07-02-2018 23:00,07-02-2018,335
08-02-2018 00:00,08-02-2018,341
08-02-2018 01:00,08-02-2018,351
08-02-2018 02:00,08-02-2018,353
08-02-2018 03:00,08-02-2018,357
08-02-2018 04:00,08-02-2018,354
08-02-2018 05:00,08-02-2018,330
08-02-2018 06:00,08-02-2018,365
08-02-2018 07:00,08-02-2018,401
08-02-2018 08:00,08-02-2018,351
08-02-2018 09:00,08-02-2018,353
08-02-2018 10:00,08-02-2018,359
08-02-2018 11:00,08-02-2018,346
08-02-2018 12:00,08-02-2018,267
08-02-2018 13:00,08-02-2018,117
08-02-2018 14:00,08-02-2018,70
08-02-2018 15:00,08-02-2018,47
08-02-2018 16:00,08-02-2018,47
08-02-2018 17:00,08-02-2018,38
08-02-2018 18:00,08-02-2018,77
08-02-2018 19:00,08-02-2018,143
08-02-2018 20:00,08-02-2018,171
08-02-2018 21:00,08-02-2018,225
08-02-2018 22:00,08-02-2018,312
08-02-2018 23:00,08-02-2018,331
09-02-2018 00:00,09-02-2018,326
09-02-2018 01:00,09-02-2018,330
09-02-2018 02:00,09-02-2018,337
09-02-2018 03:00,09-02-2018,333
09-02-2018 04:00,09-02-2018,366
09-02-2018 05:00,09-02-2018,372
09-02-2018 06:00,09-02-2018,396
09-02-2018 07:00,09-02-2018,360
09-02-2018 08:00,09-02-2018,364
09-02-2018 09:00,09-02-2018,338
09-02-2018 10:00,09-02-2018,344
09-02-2018 11:00,09-02-2018,346
09-02-2018 12:00,09-02-2018,318
09-02-2018 13:00,09-02-2018,56
09-02-2018 14:00,09-02-2018,95
09-02-2018 15:00,09-02-2018,77
09-02-2018 16:00,09-02-2018,66
09-02-2018 17:00,09-02-2018,66
09-02-2018 18:00,09-02-2018,70
09-02-2018 19:00,09-02-2018,105
09-02-2018 20:00,09-02-2018,180
09-02-2018 21:00,09-02-2018,295
09-02-2018 22:00,09-02-2018,350
09-02-2018 23:00,09-02-2018,360
10-02-2018 00:00,10-02-2018,321
10-02-2018 01:00,10-02-2018,307
10-02-2018 02:00,10-02-2018,310
10-02-2018 03:00,10-02-2018,316
10-02-2018 04:00,10-02-2018,337
10-02-2018 05:00,10-02-2018,361
10-02-2018 06:00,10-02-2018,384
10-02-2018 07:00,10-02-2018,405
10-02-2018 08:00,10-02-2018,390
10-02-2018 09:00,10-02-2018,368
10-02-2018 10:00,10-02-2018,354
10-02-2018 11:00,10-02-2018,306
10-02-2018 12:00,10-02-2018,210
10-02-2018 13:00,10-02-2018,117
10-02-2018 14:00,10-02-2018,153
10-02-2018 15:00,10-02-2018,150
10-02-2018 16:00,10-02-2018,135
10-02-2018 17:00,10-02-2018,237
10-02-2018 18:00,10-02-2018,105
10-02-2018 19:00,10-02-2018,97.56666667
10-02-2018 20:00,10-02-2018,144.3636364
10-02-2018 21:00,10-02-2018,310
10-02-2018 22:00,10-02-2018,321
10-02-2018 23:00,10-02-2018,313
11-02-2018 00:00,11-02-2018,277
11-02-2018 01:00,11-02-2018,289
11-02-2018 02:00,11-02-2018,303
11-02-2018 03:00,11-02-2018,311
11-02-2018 04:00,11-02-2018,336
11-02-2018 05:00,11-02-2018,307
11-02-2018 06:00,11-02-2018,213
11-02-2018 07:00,11-02-2018,200
11-02-2018 08:00,11-02-2018,302
11-02-2018 09:00,11-02-2018,298
11-02-2018 10:00,11-02-2018,163
11-02-2018 11:00,11-02-2018,89
11-02-2018 12:00,11-02-2018,132
11-02-2018 13:00,11-02-2018,95
11-02-2018 14:00,11-02-2018,119
11-02-2018 15:00,11-02-2018,94
11-02-2018 16:00,11-02-2018,74
11-02-2018 17:00,11-02-2018,47
11-02-2018 18:00,11-02-2018,56
11-02-2018 19:00,11-02-2018,76
11-02-2018 20:00,11-02-2018,125.0454545
11-02-2018 21:00,11-02-2018,188.1333333
11-02-2018 22:00,11-02-2018,206.2333333
11-02-2018 23:00,11-02-2018,208.9666667
12-02-2018 00:00,12-02-2018,200.3333333
12-02-2018 01:00,12-02-2018,205.1
12-02-2018 02:00,12-02-2018,206.9666667
12-02-2018 03:00,12-02-2018,67
12-02-2018 04:00,12-02-2018,51
12-02-2018 05:00,12-02-2018,50
12-02-2018 06:00,12-02-2018,105
12-02-2018 07:00,12-02-2018,137
12-02-2018 08:00,12-02-2018,113
12-02-2018 09:00,12-02-2018,88
12-02-2018 10:00,12-02-2018,87
12-02-2018 11:00,12-02-2018,80
12-02-2018 12:00,12-02-2018,90
12-02-2018 13:00,12-02-2018,148
12-02-2018 14:00,12-02-2018,125
12-02-2018 15:00,12-02-2018,114
12-02-2018 16:00,12-02-2018,84
12-02-2018 17:00,12-02-2018,77
12-02-2018 18:00,12-02-2018,64
12-02-2018 19:00,12-02-2018,73
12-02-2018 20:00,12-02-2018,88
12-02-2018 21:00,12-02-2018,61
12-02-2018 22:00,12-02-2018,58
12-02-2018 23:00,12-02-2018,63
13-02-2018 00:00,13-02-2018,69
13-02-2018 01:00,13-02-2018,81
13-02-2018 02:00,13-02-2018,77
13-02-2018 03:00,13-02-2018,71
13-02-2018 04:00,13-02-2018,71
13-02-2018 05:00,13-02-2018,74
13-02-2018 06:00,13-02-2018,105
13-02-2018 07:00,13-02-2018,151
13-02-2018 08:00,13-02-2018,226
13-02-2018 09:00,13-02-2018,136
13-02-2018 10:00,13-02-2018,92
13-02-2018 11:00,13-02-2018,79
13-02-2018 12:00,13-02-2018,98
13-02-2018 13:00,13-02-2018,132
13-02-2018 14:00,13-02-2018,86.66666667
13-02-2018 15:00,13-02-2018,277
13-02-2018 16:00,13-02-2018,176
13-02-2018 17:00,13-02-2018,149
