date,Date,pm25_sea_ma
13-02-2018 18:00,13-02-2018,117
13-02-2018 19:00,13-02-2018,143
13-02-2018 20:00,13-02-2018,169
13-02-2018 21:00,13-02-2018,170
13-02-2018 22:00,13-02-2018,136
13-02-2018 23:00,13-02-2018,114
14-02-2018 00:00,14-02-2018,93
14-02-2018 01:00,14-02-2018,88
14-02-2018 02:00,14-02-2018,88
14-02-2018 03:00,14-02-2018,113
14-02-2018 04:00,14-02-2018,71
14-02-2018 05:00,14-02-2018,44
14-02-2018 06:00,14-02-2018,95
14-02-2018 07:00,14-02-2018,247
14-02-2018 08:00,14-02-2018,313
14-02-2018 09:00,14-02-2018,293
14-02-2018 10:00,14-02-2018,295
14-02-2018 11:00,14-02-2018,196
14-02-2018 12:00,14-02-2018,11
14-02-2018 13:00,14-02-2018,117.2272727
14-02-2018 14:00,14-02-2018,5
14-02-2018 15:00,14-02-2018,27
14-02-2018 16:00,14-02-2018,24
14-02-2018 17:00,14-02-2018,18
14-02-2018 18:00,14-02-2018,44
14-02-2018 19:00,14-02-2018,61
14-02-2018 20:00,14-02-2018,69
14-02-2018 21:00,14-02-2018,68
14-02-2018 22:00,14-02-2018,96
14-02-2018 23:00,14-02-2018,93
15-02-2018 00:00,15-02-2018,208
15-02-2018 01:00,15-02-2018,198
15-02-2018 02:00,15-02-2018,136
15-02-2018 03:00,15-02-2018,192
15-02-2018 04:00,15-02-2018,213
15-02-2018 05:00,15-02-2018,313
15-02-2018 06:00,15-02-2018,314
15-02-2018 07:00,15-02-2018,335
15-02-2018 08:00,15-02-2018,311
15-02-2018 09:00,15-02-2018,302
15-02-2018 10:00,15-02-2018,256
15-02-2018 11:00,15-02-2018,48
15-02-2018 12:00,15-02-2018,80.9
15-02-2018 13:00,15-02-2018,101.1818182
15-02-2018 14:00,15-02-2018,93
15-02-2018 15:00,15-02-2018,89
15-02-2018 16:00,15-02-2018,78
15-02-2018 17:00,15-02-2018,71
15-02-2018 18:00,15-02-2018,63
15-02-2018 19:00,15-02-2018,75
15-02-2018 20:00,15-02-2018,87
15-02-2018 21:00,15-02-2018,83
15-02-2018 22:00,15-02-2018,163
15-02-2018 23:00,15-02-2018,182
16-02-2018 00:00,16-02-2018,177
16-02-2018 01:00,16-02-2018,206
16-02-2018 02:00,16-02-2018,278
16-02-2018 03:00,16-02-2018,242
16-02-2018 04:00,16-02-2018,308
16-02-2018 05:00,16-02-2018,308
16-02-2018 06:00,16-02-2018,320
16-02-2018 07:00,16-02-2018,344
16-02-2018 08:00,16-02-2018,335
16-02-2018 09:00,16-02-2018,248
16-02-2018 10:00,16-02-2018,28
16-02-2018 11:00,16-02-2018,44
16-02-2018 12:00,16-02-2018,63
16-02-2018 13:00,16-02-2018,93
16-02-2018 14:00,16-02-2018,108
16-02-2018 15:00,16-02-2018,117
16-02-2018 16:00,16-02-2018,74
16-02-2018 17:00,16-02-2018,94
16-02-2018 18:00,16-02-2018,98
16-02-2018 19:00,16-02-2018,118
16-02-2018 20:00,16-02-2018,131
16-02-2018 21:00,16-02-2018,192
16-02-2018 22:00,16-02-2018,274
16-02-2018 23:00,16-02-2018,247
17-02-2018 00:00,17-02-2018,209
17-02-2018 01:00,17-02-2018,234
17-02-2018 02:00,17-02-2018,325
17-02-2018 03:00,17-02-2018,334
17-02-2018 04:00,17-02-2018,301
17-02-2018 05:00,17-02-2018,241
17-02-2018 06:00,17-02-2018,180
17-02-2018 07:00,17-02-2018,244
17-02-2018 08:00,17-02-2018,170
17-02-2018 09:00,17-02-2018,106
17-02-2018 10:00,17-02-2018,115
17-02-2018 11:00,17-02-2018,134
17-02-2018 12:00,17-02-2018,196
17-02-2018 13:00,17-02-2018,118
17-02-2018 14:00,17-02-2018,95
17-02-2018 15:00,17-02-2018,87
17-02-2018 16:00,17-02-2018,70
17-02-2018 17:00,17-02-2018,65
17-02-2018 18:00,17-02-2018,100
17-02-2018 19:00,17-02-2018,126
17-02-2018 20:00,17-02-2018,107
17-02-2018 21:00,17-02-2018,150
17-02-2018 22:00,17-02-2018,228
17-02-2018 23:00,17-02-2018,257
18-02-2018 00:00,18-02-2018,226
18-02-2018 01:00,18-02-2018,282
18-02-2018 02:00,18-02-2018,323
18-02-2018 03:00,18-02-2018,384
18-02-2018 04:00,18-02-2018,363
18-02-2018 05:00,18-02-2018,300.8
18-02-2018 06:00,18-02-2018,358
18-02-2018 07:00,18-02-2018,326
18-02-2018 08:00,18-02-2018,5
18-02-2018 09:00,18-02-2018,29
18-02-2018 10:00,18-02-2018,184
18-02-2018 11:00,18-02-2018,306
18-02-2018 12:00,18-02-2018,149
18-02-2018 13:00,18-02-2018,16
18-02-2018 14:00,18-02-2018,45
18-02-2018 15:00,18-02-2018,77
18-02-2018 16:00,18-02-2018,94
18-02-2018 17:00,18-02-2018,26
18-02-2018 18:00,18-02-2018,28
18-02-2018 19:00,18-02-2018,76
18-02-2018 20:00,18-02-2018,95
18-02-2018 21:00,18-02-2018,137
18-02-2018 22:00,18-02-2018,194
18-02-2018 23:00,18-02-2018,235
19-02-2018 00:00,19-02-2018,239
19-02-2018 01:00,19-02-2018,314
19-02-2018 02:00,19-02-2018,382
19-02-2018 03:00,19-02-2018,362
19-02-2018 04:00,19-02-2018,346
19-02-2018 05:00,19-02-2018,334
19-02-2018 06:00,19-02-2018,332
19-02-2018 07:00,19-02-2018,385
19-02-2018 08:00,19-02-2018,337
19-02-2018 09:00,19-02-2018,306
19-02-2018 10:00,19-02-2018,217
19-02-2018 11:00,19-02-2018,139
19-02-2018 12:00,19-02-2018,49
19-02-2018 13:00,19-02-2018,59
19-02-2018 14:00,19-02-2018,80
19-02-2018 15:00,19-02-2018,74
19-02-2018 16:00,19-02-2018,85.9
19-02-2018 17:00,19-02-2018,59.73333333
19-02-2018 18:00,19-02-2018,66.9
19-02-2018 19:00,19-02-2018,91.53333333
19-02-2018 20:00,19-02-2018,152
19-02-2018 21:00,19-02-2018,189
19-02-2018 22:00,19-02-2018,289
19-02-2018 23:00,19-02-2018,314
20-02-2018 00:00,20-02-2018,358
20-02-2018 01:00,20-02-2018,366
20-02-2018 02:00,20-02-2018,365
20-02-2018 03:00,20-02-2018,340
20-02-2018 04:00,20-02-2018,373
20-02-2018 05:00,20-02-2018,360
20-02-2018 06:00,20-02-2018,348
20-02-2018 07:00,20-02-2018,333
20-02-2018 08:00,20-02-2018,240
20-02-2018 09:00,20-02-2018,211
20-02-2018 10:00,20-02-2018,293
20-02-2018 11:00,20-02-2018,163
20-02-2018 12:00,20-02-2018,90
20-02-2018 13:00,20-02-2018,104
20-02-2018 14:00,20-02-2018,127
20-02-2018 15:00,20-02-2018,94
20-02-2018 16:00,20-02-2018,71
20-02-2018 17:00,20-02-2018,46
20-02-2018 18:00,20-02-2018,58
20-02-2018 19:00,20-02-2018,79
20-02-2018 20:00,20-02-2018,137
20-02-2018 21:00,20-02-2018,147
20-02-2018 22:00,20-02-2018,171
20-02-2018 23:00,20-02-2018,284
21-02-2018 00:00,21-02-2018,343
21-02-2018 01:00,21-02-2018,371
21-02-2018 02:00,21-02-2018,345
21-02-2018 03:00,21-02-2018,323
21-02-2018 04:00,21-02-2018,321
21-02-2018 05:00,21-02-2018,334
21-02-2018 06:00,21-02-2018,338
21-02-2018 07:00,21-02-2018,377
21-02-2018 08:00,21-02-2018,335
21-02-2018 09:00,21-02-2018,303
21-02-2018 10:00,21-02-2018,249
21-02-2018 11:00,21-02-2018,168
21-02-2018 12:00,21-02-2018,132
21-02-2018 13:00,21-02-2018,65
21-02-2018 14:00,21-02-2018,54
21-02-2018 15:00,21-02-2018,121
21-02-2018 16:00,21-02-2018,127
21-02-2018 17:00,21-02-2018,110
21-02-2018 18:00,21-02-2018,93
21-02-2018 19:00,21-02-2018,94
21-02-2018 20:00,21-02-2018,163
21-02-2018 21:00,21-02-2018,327
21-02-2018 22:00,21-02-2018,327
21-02-2018 23:00,21-02-2018,329
22-02-2018 00:00,22-02-2018,318
22-02-2018 01:00,22-02-2018,319
22-02-2018 02:00,22-02-2018,297
22-02-2018 03:00,22-02-2018,330
22-02-2018 04:00,22-02-2018,372
22-02-2018 05:00,22-02-2018,414
22-02-2018 06:00,22-02-2018,402
22-02-2018 07:00,22-02-2018,369
22-02-2018 08:00,22-02-2018,357
22-02-2018 09:00,22-02-2018,404
22-02-2018 10:00,22-02-2018,387
22-02-2018 11:00,22-02-2018,273
22-02-2018 12:00,22-02-2018,66
22-02-2018 13:00,22-02-2018,32
22-02-2018 14:00,22-02-2018,40
22-02-2018 15:00,22-02-2018,128.4
22-02-2018 16:00,22-02-2018,36
22-02-2018 17:00,22-02-2018,53
22-02-2018 18:00,22-02-2018,88
22-02-2018 19:00,22-02-2018,83
22-02-2018 20:00,22-02-2018,128
22-02-2018 21:00,22-02-2018,218
22-02-2018 22:00,22-02-2018,205
22-02-2018 23:00,22-02-2018,137
23-02-2018 00:00,23-02-2018,196
23-02-2018 01:00,23-02-2018,223
23-02-2018 02:00,23-02-2018,239
23-02-2018 03:00,23-02-2018,267
23-02-2018 04:00,23-02-2018,150
23-02-2018 05:00,23-02-2018,222
23-02-2018 06:00,23-02-2018,240
23-02-2018 07:00,23-02-2018,316
23-02-2018 08:00,23-02-2018,318
23-02-2018 09:00,23-02-2018,342
23-02-2018 10:00,23-02-2018,337
23-02-2018 11:00,23-02-2018,301
23-02-2018 12:00,23-02-2018,175
23-02-2018 13:00,23-02-2018,208
23-02-2018 14:00,23-02-2018,258
23-02-2018 15:00,23-02-2018,202
23-02-2018 16:00,23-02-2018,171
23-02-2018 17:00,23-02-2018,151
23-02-2018 18:00,23-02-2018,112
23-02-2018 19:00,23-02-2018,149
23-02-2018 20:00,23-02-2018,175
23-02-2018 21:00,23-02-2018,206
23-02-2018 22:00,23-02-2018,244
23-02-2018 23:00,23-02-2018,315
24-02-2018 00:00,24-02-2018,312
24-02-2018 01:00,24-02-2018,315
24-02-2018 02:00,24-02-2018,308
24-02-2018 03:00,24-02-2018,312
24-02-2018 04:00,24-02-2018,305
24-02-2018 05:00,24-02-2018,309
24-02-2018 06:00,24-02-2018,322
24-02-2018 07:00,24-02-2018,351
24-02-2018 08:00,24-02-2018,344
24-02-2018 09:00,24-02-2018,328
24-02-2018 10:00,24-02-2018,236
24-02-2018 11:00,24-02-2018,128
24-02-2018 12:00,24-02-2018,90
24-02-2018 13:00,24-02-2018,132
24-02-2018 14:00,24-02-2018,143
24-02-2018 15:00,24-02-2018,100
24-02-2018 16:00,24-02-2018,156
24-02-2018 17:00,24-02-2018,187
24-02-2018 18:00,24-02-2018,131
24-02-2018 19:00,24-02-2018,261
24-02-2018 20:00,24-02-2018,288
24-02-2018 21:00,24-02-2018,307
24-02-2018 22:00,24-02-2018,312
24-02-2018 23:00,24-02-2018,316
25-02-2018 00:00,25-02-2018,316
25-02-2018 01:00,25-02-2018,325
25-02-2018 02:00,25-02-2018,326
25-02-2018 03:00,25-02-2018,359
25-02-2018 04:00,25-02-2018,346
25-02-2018 05:00,25-02-2018,342
25-02-2018 06:00,25-02-2018,320
25-02-2018 07:00,25-02-2018,333
25-02-2018 08:00,25-02-2018,193
25-02-2018 09:00,25-02-2018,91
25-02-2018 10:00,25-02-2018,148
25-02-2018 11:00,25-02-2018,253
25-02-2018 12:00,25-02-2018,169
25-02-2018 13:00,25-02-2018,153
25-02-2018 14:00,25-02-2018,110
25-02-2018 15:00,25-02-2018,101
25-02-2018 16:00,25-02-2018,108
25-02-2018 17:00,25-02-2018,66
25-02-2018 18:00,25-02-2018,64
25-02-2018 19:00,25-02-2018,62
25-02-2018 20:00,25-02-2018,63
25-02-2018 21:00,25-02-2018,74
25-02-2018 22:00,25-02-2018,86
25-02-2018 23:00,25-02-2018,83
26-02-2018 00:00,26-02-2018,71
26-02-2018 01:00,26-02-2018,73
26-02-2018 02:00,26-02-2018,59
26-02-2018 03:00,26-02-2018,50
26-02-2018 04:00,26-02-2018,86
26-02-2018 05:00,26-02-2018,250
26-02-2018 06:00,26-02-2018,309
26-02-2018 07:00,26-02-2018,271
26-02-2018 08:00,26-02-2018,162
26-02-2018 09:00,26-02-2018,173
26-02-2018 10:00,26-02-2018,220
26-02-2018 11:00,26-02-2018,29
26-02-2018 12:00,26-02-2018,2
26-02-2018 13:00,26-02-2018,10
26-02-2018 14:00,26-02-2018,43
26-02-2018 15:00,26-02-2018,65
26-02-2018 16:00,26-02-2018,63
26-02-2018 17:00,26-02-2018,47
26-02-2018 18:00,26-02-2018,30
26-02-2018 19:00,26-02-2018,50
26-02-2018 20:00,26-02-2018,40
26-02-2018 21:00,26-02-2018,64
26-02-2018 22:00,26-02-2018,131
26-02-2018 23:00,26-02-2018,96
27-02-2018 00:00,27-02-2018,52
27-02-2018 01:00,27-02-2018,47
27-02-2018 02:00,27-02-2018,72
27-02-2018 03:00,27-02-2018,109
27-02-2018 04:00,27-02-2018,197
27-02-2018 05:00,27-02-2018,114
27-02-2018 06:00,27-02-2018,42
27-02-2018 07:00,27-02-2018,121
27-02-2018 08:00,27-02-2018,162
27-02-2018 09:00,27-02-2018,285
27-02-2018 10:00,27-02-2018,162
27-02-2018 11:00,27-02-2018,58
27-02-2018 12:00,27-02-2018,28
27-02-2018 13:00,27-02-2018,59
27-02-2018 14:00,27-02-2018,56
27-02-2018 15:00,27-02-2018,77
27-02-2018 16:00,27-02-2018,82
27-02-2018 17:00,27-02-2018,75
27-02-2018 18:00,27-02-2018,91
27-02-2018 19:00,27-02-2018,72
27-02-2018 20:00,27-02-2018,84
27-02-2018 21:00,27-02-2018,108
27-02-2018 22:00,27-02-2018,188
27-02-2018 23:00,27-02-2018,261
28-02-2018 00:00,28-02-2018,270
28-02-2018 01:00,28-02-2018,235
28-02-2018 02:00,28-02-2018,317
28-02-2018 03:00,28-02-2018,347
28-02-2018 04:00,28-02-2018,362
28-02-2018 05:00,28-02-2018,344
28-02-2018 06:00,28-02-2018,355
28-02-2018 07:00,28-02-2018,356
28-02-2018 08:00,28-02-2018,349
28-02-2018 09:00,28-02-2018,284
28-02-2018 10:00,28-02-2018,208
28-02-2018 11:00,28-02-2018,78
28-02-2018 12:00,28-02-2018,37
28-02-2018 13:00,28-02-2018,67
28-02-2018 14:00,28-02-2018,96
28-02-2018 15:00,28-02-2018,112
28-02-2018 16:00,28-02-2018,97
28-02-2018 17:00,28-02-2018,136
28-02-2018 18:00,28-02-2018,92
28-02-2018 19:00,28-02-2018,94
28-02-2018 20:00,28-02-2018,126
28-02-2018 21:00,28-02-2018,117
28-02-2018 22:00,28-02-2018,171
28-02-2018 23:00,28-02-2018,152
01-03-2018 00:00,01-03-2018,149
01-03-2018 01:00,01-03-2018,249
01-03-2018 02:00,01-03-2018,277
01-03-2018 03:00,01-03-2018,283
01-03-2018 04:00,01-03-2018,309
01-03-2018 05:00,01-03-2018,303
01-03-2018 06:00,01-03-2018,333
01-03-2018 07:00,01-03-2018,357
01-03-2018 08:00,01-03-2018,354
01-03-2018 09:00,01-03-2018,370
01-03-2018 10:00,01-03-2018,317
01-03-2018 11:00,01-03-2018,229
01-03-2018 12:00,01-03-2018,28
01-03-2018 13:00,01-03-2018,50
01-03-2018 14:00,01-03-2018,95
01-03-2018 15:00,01-03-2018,51
01-03-2018 16:00,01-03-2018,90
01-03-2018 17:00,01-03-2018,49
01-03-2018 18:00,01-03-2018,35
01-03-2018 19:00,01-03-2018,41
01-03-2018 20:00,01-03-2018,53
01-03-2018 21:00,01-03-2018,63
01-03-2018 22:00,01-03-2018,117
01-03-2018 23:00,01-03-2018,195
02-03-2018 00:00,02-03-2018,251
02-03-2018 01:00,02-03-2018,312
02-03-2018 02:00,02-03-2018,328
02-03-2018 03:00,02-03-2018,325
02-03-2018 04:00,02-03-2018,308
02-03-2018 05:00,02-03-2018,245
02-03-2018 06:00,02-03-2018,241
02-03-2018 07:00,02-03-2018,319
02-03-2018 08:00,02-03-2018,311
02-03-2018 09:00,02-03-2018,289
02-03-2018 10:00,02-03-2018,222
02-03-2018 11:00,02-03-2018,196
02-03-2018 12:00,02-03-2018,171
02-03-2018 13:00,02-03-2018,320
02-03-2018 14:00,02-03-2018,150
02-03-2018 15:00,02-03-2018,80
02-03-2018 16:00,02-03-2018,71
02-03-2018 17:00,02-03-2018,59
02-03-2018 18:00,02-03-2018,49
02-03-2018 19:00,02-03-2018,65
02-03-2018 20:00,02-03-2018,75
02-03-2018 21:00,02-03-2018,102
02-03-2018 22:00,02-03-2018,163
02-03-2018 23:00,02-03-2018,139
03-03-2018 00:00,03-03-2018,228
03-03-2018 01:00,03-03-2018,312
03-03-2018 02:00,03-03-2018,301
03-03-2018 03:00,03-03-2018,231
03-03-2018 04:00,03-03-2018,266
03-03-2018 05:00,03-03-2018,177
03-03-2018 06:00,03-03-2018,302
03-03-2018 07:00,03-03-2018,335
03-03-2018 08:00,03-03-2018,232
03-03-2018 09:00,03-03-2018,81
03-03-2018 10:00,03-03-2018,172
03-03-2018 11:00,03-03-2018,134
03-03-2018 12:00,03-03-2018,28
03-03-2018 13:00,03-03-2018,54
03-03-2018 14:00,03-03-2018,42
03-03-2018 15:00,03-03-2018,49
03-03-2018 16:00,03-03-2018,59
03-03-2018 17:00,03-03-2018,51
03-03-2018 18:00,03-03-2018,61
03-03-2018 19:00,03-03-2018,82
03-03-2018 20:00,03-03-2018,69
03-03-2018 21:00,03-03-2018,84
03-03-2018 22:00,03-03-2018,79
03-03-2018 23:00,03-03-2018,121
04-03-2018 00:00,04-03-2018,194
04-03-2018 01:00,04-03-2018,218
04-03-2018 02:00,04-03-2018,309
04-03-2018 03:00,04-03-2018,88
04-03-2018 04:00,04-03-2018,75
04-03-2018 05:00,04-03-2018,128
04-03-2018 06:00,04-03-2018,113
04-03-2018 07:00,04-03-2018,88
04-03-2018 08:00,04-03-2018,89
04-03-2018 09:00,04-03-2018,74
04-03-2018 10:00,04-03-2018,76
04-03-2018 11:00,04-03-2018,73
04-03-2018 12:00,04-03-2018,46
04-03-2018 13:00,04-03-2018,245
04-03-2018 14:00,04-03-2018,189
04-03-2018 15:00,04-03-2018,82
04-03-2018 16:00,04-03-2018,28
04-03-2018 17:00,04-03-2018,43
04-03-2018 18:00,04-03-2018,34
04-03-2018 19:00,04-03-2018,40
04-03-2018 20:00,04-03-2018,46
04-03-2018 21:00,04-03-2018,49
04-03-2018 22:00,04-03-2018,66
04-03-2018 23:00,04-03-2018,232
05-03-2018 00:00,05-03-2018,288
05-03-2018 01:00,05-03-2018,168
05-03-2018 02:00,05-03-2018,95
05-03-2018 03:00,05-03-2018,63
05-03-2018 04:00,05-03-2018,123
05-03-2018 05:00,05-03-2018,143
05-03-2018 06:00,05-03-2018,216
05-03-2018 07:00,05-03-2018,236
05-03-2018 08:00,05-03-2018,216
05-03-2018 09:00,05-03-2018,249
05-03-2018 10:00,05-03-2018,114
05-03-2018 11:00,05-03-2018,40
05-03-2018 12:00,05-03-2018,19
05-03-2018 13:00,05-03-2018,22
05-03-2018 14:00,05-03-2018,46
05-03-2018 15:00,05-03-2018,44
05-03-2018 16:00,05-03-2018,51
05-03-2018 17:00,05-03-2018,47
05-03-2018 18:00,05-03-2018,26
05-03-2018 19:00,05-03-2018,29
05-03-2018 20:00,05-03-2018,41
05-03-2018 21:00,05-03-2018,58
05-03-2018 22:00,05-03-2018,92
05-03-2018 23:00,05-03-2018,129
06-03-2018 00:00,06-03-2018,99
06-03-2018 01:00,06-03-2018,70
06-03-2018 02:00,06-03-2018,66
06-03-2018 03:00,06-03-2018,53
06-03-2018 04:00,06-03-2018,129
06-03-2018 05:00,06-03-2018,182
06-03-2018 06:00,06-03-2018,162
06-03-2018 07:00,06-03-2018,96
06-03-2018 08:00,06-03-2018,88
06-03-2018 09:00,06-03-2018,163
06-03-2018 10:00,06-03-2018,126
06-03-2018 11:00,06-03-2018,72
06-03-2018 12:00,06-03-2018,62
06-03-2018 13:00,06-03-2018,65
06-03-2018 14:00,06-03-2018,51
06-03-2018 15:00,06-03-2018,56
06-03-2018 16:00,06-03-2018,41
06-03-2018 17:00,06-03-2018,34
06-03-2018 18:00,06-03-2018,28
06-03-2018 19:00,06-03-2018,34
06-03-2018 20:00,06-03-2018,50
06-03-2018 21:00,06-03-2018,88
06-03-2018 22:00,06-03-2018,163
06-03-2018 23:00,06-03-2018,287
07-03-2018 00:00,07-03-2018,174
07-03-2018 01:00,07-03-2018,172
07-03-2018 02:00,07-03-2018,235
07-03-2018 03:00,07-03-2018,289
07-03-2018 04:00,07-03-2018,145
07-03-2018 05:00,07-03-2018,315
07-03-2018 06:00,07-03-2018,328
07-03-2018 07:00,07-03-2018,311
07-03-2018 08:00,07-03-2018,198
07-03-2018 09:00,07-03-2018,91
07-03-2018 10:00,07-03-2018,31
07-03-2018 11:00,07-03-2018,60
07-03-2018 12:00,07-03-2018,81
07-03-2018 13:00,07-03-2018,36
07-03-2018 14:00,07-03-2018,40
07-03-2018 15:00,07-03-2018,50
07-03-2018 16:00,07-03-2018,60
07-03-2018 17:00,07-03-2018,30
07-03-2018 18:00,07-03-2018,41
07-03-2018 19:00,07-03-2018,46
07-03-2018 20:00,07-03-2018,62
07-03-2018 21:00,07-03-2018,71
07-03-2018 22:00,07-03-2018,123
07-03-2018 23:00,07-03-2018,162
