date,Date,pm25_sea_ma
08-03-2018 00:00,08-03-2018,186
08-03-2018 01:00,08-03-2018,235
08-03-2018 02:00,08-03-2018,201.4333333
08-03-2018 03:00,08-03-2018,204.4666667
08-03-2018 04:00,08-03-2018,194.7
08-03-2018 05:00,08-03-2018,260.8333333
08-03-2018 06:00,08-03-2018,280.5333333
08-03-2018 07:00,08-03-2018,259.4333333
08-03-2018 08:00,08-03-2018,205.2
08-03-2018 09:00,08-03-2018,189.9666667
08-03-2018 10:00,08-03-2018,158.2666667
08-03-2018 11:00,08-03-2018,122.3
08-03-2018 12:00,08-03-2018,84
08-03-2018 13:00,08-03-2018,100
08-03-2018 14:00,08-03-2018,61
08-03-2018 15:00,08-03-2018,73
08-03-2018 16:00,08-03-2018,64
08-03-2018 17:00,08-03-2018,66
08-03-2018 18:00,08-03-2018,43
08-03-2018 19:00,08-03-2018,101
08-03-2018 20:00,08-03-2018,97
08-03-2018 21:00,08-03-2018,156
08-03-2018 22:00,08-03-2018,154
08-03-2018 23:00,08-03-2018,156
09-03-2018 00:00,09-03-2018,265
09-03-2018 01:00,09-03-2018,287
09-03-2018 02:00,09-03-2018,304
09-03-2018 03:00,09-03-2018,317
09-03-2018 04:00,09-03-2018,350
09-03-2018 05:00,09-03-2018,335
09-03-2018 06:00,09-03-2018,344
09-03-2018 07:00,09-03-2018,348
09-03-2018 08:00,09-03-2018,340
09-03-2018 09:00,09-03-2018,364
09-03-2018 10:00,09-03-2018,342
09-03-2018 11:00,09-03-2018,256
09-03-2018 12:00,09-03-2018,86
09-03-2018 13:00,09-03-2018,84
09-03-2018 14:00,09-03-2018,64
09-03-2018 15:00,09-03-2018,89
09-03-2018 16:00,09-03-2018,63
09-03-2018 17:00,09-03-2018,39
09-03-2018 18:00,09-03-2018,34
09-03-2018 19:00,09-03-2018,64
09-03-2018 20:00,09-03-2018,71
09-03-2018 21:00,09-03-2018,111
09-03-2018 22:00,09-03-2018,176
09-03-2018 23:00,09-03-2018,181
10-03-2018 00:00,10-03-2018,252
10-03-2018 01:00,10-03-2018,254
10-03-2018 02:00,10-03-2018,134
10-03-2018 03:00,10-03-2018,74
10-03-2018 04:00,10-03-2018,115
10-03-2018 05:00,10-03-2018,171
10-03-2018 06:00,10-03-2018,271
10-03-2018 07:00,10-03-2018,222
10-03-2018 08:00,10-03-2018,89
10-03-2018 09:00,10-03-2018,69
10-03-2018 10:00,10-03-2018,136
10-03-2018 11:00,10-03-2018,105
10-03-2018 12:00,10-03-2018,112
10-03-2018 13:00,10-03-2018,50
10-03-2018 14:00,10-03-2018,41
10-03-2018 15:00,10-03-2018,49
10-03-2018 16:00,10-03-2018,45
10-03-2018 17:00,10-03-2018,28
10-03-2018 18:00,10-03-2018,27
10-03-2018 19:00,10-03-2018,57
10-03-2018 20:00,10-03-2018,67
10-03-2018 21:00,10-03-2018,67
10-03-2018 22:00,10-03-2018,143
10-03-2018 23:00,10-03-2018,114
11-03-2018 00:00,11-03-2018,103
11-03-2018 01:00,11-03-2018,79
11-03-2018 02:00,11-03-2018,85
11-03-2018 03:00,11-03-2018,124
11-03-2018 04:00,11-03-2018,151
11-03-2018 05:00,11-03-2018,240
11-03-2018 06:00,11-03-2018,227
11-03-2018 07:00,11-03-2018,195
11-03-2018 08:00,11-03-2018,153
11-03-2018 09:00,11-03-2018,120
11-03-2018 10:00,11-03-2018,75
11-03-2018 11:00,11-03-2018,122
11-03-2018 12:00,11-03-2018,128
11-03-2018 13:00,11-03-2018,100
11-03-2018 14:00,11-03-2018,82
11-03-2018 15:00,11-03-2018,60
11-03-2018 16:00,11-03-2018,55
11-03-2018 17:00,11-03-2018,44
11-03-2018 18:00,11-03-2018,54
11-03-2018 19:00,11-03-2018,61
11-03-2018 20:00,11-03-2018,54
11-03-2018 21:00,11-03-2018,77
11-03-2018 22:00,11-03-2018,147
11-03-2018 23:00,11-03-2018,186
12-03-2018 00:00,12-03-2018,249
12-03-2018 01:00,12-03-2018,221
12-03-2018 02:00,12-03-2018,262
12-03-2018 03:00,12-03-2018,316
12-03-2018 04:00,12-03-2018,282
12-03-2018 05:00,12-03-2018,319
12-03-2018 06:00,12-03-2018,309
12-03-2018 07:00,12-03-2018,289
12-03-2018 08:00,12-03-2018,317
12-03-2018 09:00,12-03-2018,319
12-03-2018 10:00,12-03-2018,262
12-03-2018 11:00,12-03-2018,36
12-03-2018 12:00,12-03-2018,53
12-03-2018 13:00,12-03-2018,80
12-03-2018 14:00,12-03-2018,65
12-03-2018 15:00,12-03-2018,67
12-03-2018 16:00,12-03-2018,53
12-03-2018 17:00,12-03-2018,32
12-03-2018 18:00,12-03-2018,40
12-03-2018 19:00,12-03-2018,51
12-03-2018 20:00,12-03-2018,65
12-03-2018 21:00,12-03-2018,96
12-03-2018 22:00,12-03-2018,141
12-03-2018 23:00,12-03-2018,211
13-03-2018 00:00,13-03-2018,161
13-03-2018 01:00,13-03-2018,138
13-03-2018 02:00,13-03-2018,161
13-03-2018 03:00,13-03-2018,310
13-03-2018 04:00,13-03-2018,322
13-03-2018 05:00,13-03-2018,338
13-03-2018 06:00,13-03-2018,304
13-03-2018 07:00,13-03-2018,336
13-03-2018 08:00,13-03-2018,281
13-03-2018 09:00,13-03-2018,264
13-03-2018 10:00,13-03-2018,212
13-03-2018 11:00,13-03-2018,100
13-03-2018 12:00,13-03-2018,109
13-03-2018 13:00,13-03-2018,70
13-03-2018 14:00,13-03-2018,43
13-03-2018 15:00,13-03-2018,55
13-03-2018 16:00,13-03-2018,60
13-03-2018 17:00,13-03-2018,32
13-03-2018 18:00,13-03-2018,35
13-03-2018 19:00,13-03-2018,40
13-03-2018 20:00,13-03-2018,65
13-03-2018 21:00,13-03-2018,112
13-03-2018 22:00,13-03-2018,126
13-03-2018 23:00,13-03-2018,99
14-03-2018 00:00,14-03-2018,151
14-03-2018 01:00,14-03-2018,150
14-03-2018 02:00,14-03-2018,236
14-03-2018 03:00,14-03-2018,261
14-03-2018 04:00,14-03-2018,247
14-03-2018 05:00,14-03-2018,277
14-03-2018 06:00,14-03-2018,146
14-03-2018 07:00,14-03-2018,159
14-03-2018 08:00,14-03-2018,181
14-03-2018 09:00,14-03-2018,159
14-03-2018 10:00,14-03-2018,97
14-03-2018 11:00,14-03-2018,46
14-03-2018 12:00,14-03-2018,50
14-03-2018 13:00,14-03-2018,42
14-03-2018 14:00,14-03-2018,79
14-03-2018 15:00,14-03-2018,56
14-03-2018 16:00,14-03-2018,53
14-03-2018 17:00,14-03-2018,50
14-03-2018 18:00,14-03-2018,39
14-03-2018 19:00,14-03-2018,47
14-03-2018 20:00,14-03-2018,71
14-03-2018 21:00,14-03-2018,94
14-03-2018 22:00,14-03-2018,143
14-03-2018 23:00,14-03-2018,174
15-03-2018 00:00,15-03-2018,179
15-03-2018 01:00,15-03-2018,225
15-03-2018 02:00,15-03-2018,306
15-03-2018 03:00,15-03-2018,319
15-03-2018 04:00,15-03-2018,317
15-03-2018 05:00,15-03-2018,338
15-03-2018 06:00,15-03-2018,175
15-03-2018 07:00,15-03-2018,171
15-03-2018 08:00,15-03-2018,107
15-03-2018 09:00,15-03-2018,104
15-03-2018 10:00,15-03-2018,42
15-03-2018 11:00,15-03-2018,28
15-03-2018 12:00,15-03-2018,22
15-03-2018 13:00,15-03-2018,55
15-03-2018 14:00,15-03-2018,62.04545455
15-03-2018 15:00,15-03-2018,53.77272727
15-03-2018 16:00,15-03-2018,51.5
15-03-2018 17:00,15-03-2018,38.68181818
15-03-2018 18:00,15-03-2018,37.31818182
15-03-2018 19:00,15-03-2018,45.66666667
15-03-2018 20:00,15-03-2018,67.33333333
15-03-2018 21:00,15-03-2018,85.2
15-03-2018 22:00,15-03-2018,116.1
15-03-2018 23:00,15-03-2018,131.1
16-03-2018 00:00,16-03-2018,136.3
16-03-2018 01:00,16-03-2018,137.9
16-03-2018 02:00,16-03-2018,210.2333333
16-03-2018 03:00,16-03-2018,253.1
16-03-2018 04:00,16-03-2018,290.3333333
16-03-2018 05:00,16-03-2018,304.3666667
16-03-2018 06:00,16-03-2018,241.9333333
16-03-2018 07:00,16-03-2018,251.5
16-03-2018 08:00,16-03-2018,183.6666667
16-03-2018 09:00,16-03-2018,135.4666667
16-03-2018 10:00,16-03-2018,102.0666667
16-03-2018 11:00,16-03-2018,53.36666667
16-03-2018 12:00,16-03-2018,45.06666667
16-03-2018 13:00,16-03-2018,53.03333333
16-03-2018 14:00,16-03-2018,59.86363636
16-03-2018 15:00,16-03-2018,57.18181818
16-03-2018 16:00,16-03-2018,49.86363636
16-03-2018 17:00,16-03-2018,33.13636364
16-03-2018 18:00,16-03-2018,33.68181818
16-03-2018 19:00,16-03-2018,49
16-03-2018 20:00,16-03-2018,80
16-03-2018 21:00,16-03-2018,68
16-03-2018 22:00,16-03-2018,82
16-03-2018 23:00,16-03-2018,91
17-03-2018 00:00,17-03-2018,100
17-03-2018 01:00,17-03-2018,85
17-03-2018 02:00,17-03-2018,184
17-03-2018 03:00,17-03-2018,199
17-03-2018 04:00,17-03-2018,310
17-03-2018 05:00,17-03-2018,316
17-03-2018 06:00,17-03-2018,316
17-03-2018 07:00,17-03-2018,310
17-03-2018 08:00,17-03-2018,197
17-03-2018 09:00,17-03-2018,86
17-03-2018 10:00,17-03-2018,53
17-03-2018 11:00,17-03-2018,52
17-03-2018 12:00,17-03-2018,42
17-03-2018 13:00,17-03-2018,36
17-03-2018 14:00,17-03-2018,42
17-03-2018 15:00,17-03-2018,51
17-03-2018 16:00,17-03-2018,36
17-03-2018 17:00,17-03-2018,30
17-03-2018 18:00,17-03-2018,38
17-03-2018 19:00,17-03-2018,43
17-03-2018 20:00,17-03-2018,38
17-03-2018 21:00,17-03-2018,65
17-03-2018 22:00,17-03-2018,112
17-03-2018 23:00,17-03-2018,138
18-03-2018 00:00,18-03-2018,117
18-03-2018 01:00,18-03-2018,85
18-03-2018 02:00,18-03-2018,139
18-03-2018 03:00,18-03-2018,264
18-03-2018 04:00,18-03-2018,304
18-03-2018 05:00,18-03-2018,316
18-03-2018 06:00,18-03-2018,311
18-03-2018 07:00,18-03-2018,288
18-03-2018 08:00,18-03-2018,139
18-03-2018 09:00,18-03-2018,48
18-03-2018 10:00,18-03-2018,50
18-03-2018 11:00,18-03-2018,18
18-03-2018 12:00,18-03-2018,43
18-03-2018 13:00,18-03-2018,66
18-03-2018 14:00,18-03-2018,56
18-03-2018 15:00,18-03-2018,36
18-03-2018 16:00,18-03-2018,45
18-03-2018 17:00,18-03-2018,32
18-03-2018 18:00,18-03-2018,26
18-03-2018 19:00,18-03-2018,31
18-03-2018 20:00,18-03-2018,57
18-03-2018 21:00,18-03-2018,87
18-03-2018 22:00,18-03-2018,83
18-03-2018 23:00,18-03-2018,98
19-03-2018 00:00,19-03-2018,85
19-03-2018 01:00,19-03-2018,71
19-03-2018 02:00,19-03-2018,80
19-03-2018 03:00,19-03-2018,96
19-03-2018 04:00,19-03-2018,130
19-03-2018 05:00,19-03-2018,104
19-03-2018 06:00,19-03-2018,126
19-03-2018 07:00,19-03-2018,313
19-03-2018 08:00,19-03-2018,305
19-03-2018 09:00,19-03-2018,294
19-03-2018 10:00,19-03-2018,378
19-03-2018 11:00,19-03-2018,147
19-03-2018 12:00,19-03-2018,76
19-03-2018 13:00,19-03-2018,70
19-03-2018 14:00,19-03-2018,69
19-03-2018 15:00,19-03-2018,45
19-03-2018 16:00,19-03-2018,74
19-03-2018 17:00,19-03-2018,31
19-03-2018 18:00,19-03-2018,31
19-03-2018 19:00,19-03-2018,45
19-03-2018 20:00,19-03-2018,102
19-03-2018 21:00,19-03-2018,109
19-03-2018 22:00,19-03-2018,136
19-03-2018 23:00,19-03-2018,61
20-03-2018 00:00,20-03-2018,44
20-03-2018 01:00,20-03-2018,78
20-03-2018 02:00,20-03-2018,143
20-03-2018 03:00,20-03-2018,221
20-03-2018 04:00,20-03-2018,304
20-03-2018 05:00,20-03-2018,324
20-03-2018 06:00,20-03-2018,333
20-03-2018 07:00,20-03-2018,322
20-03-2018 08:00,20-03-2018,309
20-03-2018 09:00,20-03-2018,281
20-03-2018 10:00,20-03-2018,272
20-03-2018 11:00,20-03-2018,175
20-03-2018 12:00,20-03-2018,45
20-03-2018 13:00,20-03-2018,71
20-03-2018 14:00,20-03-2018,152
20-03-2018 15:00,20-03-2018,215
20-03-2018 16:00,20-03-2018,96
20-03-2018 17:00,20-03-2018,3
20-03-2018 18:00,20-03-2018,5
20-03-2018 19:00,20-03-2018,68
20-03-2018 20:00,20-03-2018,175
20-03-2018 21:00,20-03-2018,199
20-03-2018 22:00,20-03-2018,90
20-03-2018 23:00,20-03-2018,91
21-03-2018 00:00,21-03-2018,116
21-03-2018 01:00,21-03-2018,183
21-03-2018 02:00,21-03-2018,202
21-03-2018 03:00,21-03-2018,305
21-03-2018 04:00,21-03-2018,320
21-03-2018 05:00,21-03-2018,317
21-03-2018 06:00,21-03-2018,228.8571429
21-03-2018 07:00,21-03-2018,301.9047619
21-03-2018 08:00,21-03-2018,280.1428571
21-03-2018 09:00,21-03-2018,275.5862069
21-03-2018 10:00,21-03-2018,258.1724138
21-03-2018 11:00,21-03-2018,166.8275862
21-03-2018 12:00,21-03-2018,79.17241379
21-03-2018 13:00,21-03-2018,59.79310345
21-03-2018 14:00,21-03-2018,73.65517241
21-03-2018 15:00,21-03-2018,86.17241379
21-03-2018 16:00,21-03-2018,70.96551724
21-03-2018 17:00,21-03-2018,38.82758621
21-03-2018 18:00,21-03-2018,40.89655172
21-03-2018 19:00,21-03-2018,58.96666667
21-03-2018 20:00,21-03-2018,89.3
21-03-2018 21:00,21-03-2018,102.0333333
21-03-2018 22:00,21-03-2018,84.7
21-03-2018 23:00,21-03-2018,89.2
22-03-2018 00:00,22-03-2018,95.16666667
22-03-2018 01:00,22-03-2018,119.5357143
22-03-2018 02:00,22-03-2018,132.4666667
22-03-2018 03:00,22-03-2018,171.5333333
22-03-2018 04:00,22-03-2018,209.6666667
22-03-2018 05:00,22-03-2018,217.7666667
22-03-2018 06:00,22-03-2018,180.3
22-03-2018 07:00,22-03-2018,288.85
22-03-2018 08:00,22-03-2018,282.3
22-03-2018 09:00,22-03-2018,349
22-03-2018 10:00,22-03-2018,340
22-03-2018 11:00,22-03-2018,311
22-03-2018 12:00,22-03-2018,183
22-03-2018 13:00,22-03-2018,73
22-03-2018 14:00,22-03-2018,33
22-03-2018 15:00,22-03-2018,18
22-03-2018 16:00,22-03-2018,68
22-03-2018 17:00,22-03-2018,77
22-03-2018 18:00,22-03-2018,85
22-03-2018 19:00,22-03-2018,81
22-03-2018 20:00,22-03-2018,50
22-03-2018 21:00,22-03-2018,50
22-03-2018 22:00,22-03-2018,46
22-03-2018 23:00,22-03-2018,59
23-03-2018 00:00,23-03-2018,83
23-03-2018 01:00,23-03-2018,89
23-03-2018 02:00,23-03-2018,74
23-03-2018 03:00,23-03-2018,68
23-03-2018 04:00,23-03-2018,86
23-03-2018 05:00,23-03-2018,74
23-03-2018 06:00,23-03-2018,103
23-03-2018 07:00,23-03-2018,247
23-03-2018 08:00,23-03-2018,274
23-03-2018 09:00,23-03-2018,250
23-03-2018 10:00,23-03-2018,138
23-03-2018 11:00,23-03-2018,51
23-03-2018 12:00,23-03-2018,7
23-03-2018 13:00,23-03-2018,23
23-03-2018 14:00,23-03-2018,35
23-03-2018 15:00,23-03-2018,51
23-03-2018 16:00,23-03-2018,52
23-03-2018 17:00,23-03-2018,43
23-03-2018 18:00,23-03-2018,48
23-03-2018 19:00,23-03-2018,45
23-03-2018 20:00,23-03-2018,40
23-03-2018 21:00,23-03-2018,53
23-03-2018 22:00,23-03-2018,84
23-03-2018 23:00,23-03-2018,149
24-03-2018 00:00,24-03-2018,143
24-03-2018 01:00,24-03-2018,131
24-03-2018 02:00,24-03-2018,151
24-03-2018 03:00,24-03-2018,46
24-03-2018 04:00,24-03-2018,147
24-03-2018 05:00,24-03-2018,183
24-03-2018 06:00,24-03-2018,144
24-03-2018 07:00,24-03-2018,319
24-03-2018 08:00,24-03-2018,310
24-03-2018 09:00,24-03-2018,297
24-03-2018 10:00,24-03-2018,187
24-03-2018 11:00,24-03-2018,35
24-03-2018 12:00,24-03-2018,6
24-03-2018 13:00,24-03-2018,21
24-03-2018 14:00,24-03-2018,43
24-03-2018 15:00,24-03-2018,64
24-03-2018 16:00,24-03-2018,58
24-03-2018 17:00,24-03-2018,48
24-03-2018 18:00,24-03-2018,30
24-03-2018 19:00,24-03-2018,35
24-03-2018 20:00,24-03-2018,53
24-03-2018 21:00,24-03-2018,65
24-03-2018 22:00,24-03-2018,109
24-03-2018 23:00,24-03-2018,112
25-03-2018 00:00,25-03-2018,69
25-03-2018 01:00,25-03-2018,149.0714286
25-03-2018 02:00,25-03-2018,72
25-03-2018 03:00,25-03-2018,245
25-03-2018 04:00,25-03-2018,243
25-03-2018 05:00,25-03-2018,334
25-03-2018 06:00,25-03-2018,224.7692308
25-03-2018 07:00,25-03-2018,309.5384615
25-03-2018 08:00,25-03-2018,271.8181818
25-03-2018 09:00,25-03-2018,237.25
25-03-2018 10:00,25-03-2018,176.1666667
25-03-2018 11:00,25-03-2018,83.58333333
25-03-2018 12:00,25-03-2018,40.5
25-03-2018 13:00,25-03-2018,39.96
25-03-2018 14:00,25-03-2018,48.64
25-03-2018 15:00,25-03-2018,56.24
25-03-2018 16:00,25-03-2018,52.6
25-03-2018 17:00,25-03-2018,48.55172414
25-03-2018 18:00,25-03-2018,49.4137931
25-03-2018 19:00,25-03-2018,42
25-03-2018 20:00,25-03-2018,53
25-03-2018 21:00,25-03-2018,52
25-03-2018 22:00,25-03-2018,77
25-03-2018 23:00,25-03-2018,78
26-03-2018 00:00,26-03-2018,90
26-03-2018 01:00,26-03-2018,108
26-03-2018 02:00,26-03-2018,147
26-03-2018 03:00,26-03-2018,148
26-03-2018 04:00,26-03-2018,188
26-03-2018 05:00,26-03-2018,185
26-03-2018 06:00,26-03-2018,311
26-03-2018 07:00,26-03-2018,323
26-03-2018 08:00,26-03-2018,229
26-03-2018 09:00,26-03-2018,128
26-03-2018 10:00,26-03-2018,149
26-03-2018 11:00,26-03-2018,92
26-03-2018 12:00,26-03-2018,53
26-03-2018 13:00,26-03-2018,61
26-03-2018 14:00,26-03-2018,66
26-03-2018 15:00,26-03-2018,59
26-03-2018 16:00,26-03-2018,46
26-03-2018 17:00,26-03-2018,48
26-03-2018 18:00,26-03-2018,55
26-03-2018 19:00,26-03-2018,64
26-03-2018 20:00,26-03-2018,57
26-03-2018 21:00,26-03-2018,116
26-03-2018 22:00,26-03-2018,129
26-03-2018 23:00,26-03-2018,184
27-03-2018 00:00,27-03-2018,252
27-03-2018 01:00,27-03-2018,238
27-03-2018 02:00,27-03-2018,248
27-03-2018 03:00,27-03-2018,345
27-03-2018 04:00,27-03-2018,330
27-03-2018 05:00,27-03-2018,249
27-03-2018 06:00,27-03-2018,291
27-03-2018 07:00,27-03-2018,325
27-03-2018 08:00,27-03-2018,263.8947368
27-03-2018 09:00,27-03-2018,223.7894737
27-03-2018 10:00,27-03-2018,154.5263158
27-03-2018 11:00,27-03-2018,79.3
27-03-2018 12:00,27-03-2018,46.25
27-03-2018 13:00,27-03-2018,42.625
27-03-2018 14:00,27-03-2018,52.79166667
27-03-2018 15:00,27-03-2018,62.70833333
27-03-2018 16:00,27-03-2018,49.5
27-03-2018 17:00,27-03-2018,46
27-03-2018 18:00,27-03-2018,61
27-03-2018 19:00,27-03-2018,50
27-03-2018 20:00,27-03-2018,67
27-03-2018 21:00,27-03-2018,82
27-03-2018 22:00,27-03-2018,110
27-03-2018 23:00,27-03-2018,158
28-03-2018 00:00,28-03-2018,224
28-03-2018 01:00,28-03-2018,310
28-03-2018 02:00,28-03-2018,311
28-03-2018 03:00,28-03-2018,309
28-03-2018 04:00,28-03-2018,303
28-03-2018 05:00,28-03-2018,318
28-03-2018 06:00,28-03-2018,314
28-03-2018 07:00,28-03-2018,312
28-03-2018 08:00,28-03-2018,286
28-03-2018 09:00,28-03-2018,298
28-03-2018 10:00,28-03-2018,154
28-03-2018 11:00,28-03-2018,82
28-03-2018 12:00,28-03-2018,53
28-03-2018 13:00,28-03-2018,39
28-03-2018 14:00,28-03-2018,49
28-03-2018 15:00,28-03-2018,57
28-03-2018 16:00,28-03-2018,46
28-03-2018 17:00,28-03-2018,44
28-03-2018 18:00,28-03-2018,52
28-03-2018 19:00,28-03-2018,73
28-03-2018 20:00,28-03-2018,66
28-03-2018 21:00,28-03-2018,95
28-03-2018 22:00,28-03-2018,148
28-03-2018 23:00,28-03-2018,198
29-03-2018 00:00,29-03-2018,215
29-03-2018 01:00,29-03-2018,151
29-03-2018 02:00,29-03-2018,118
29-03-2018 03:00,29-03-2018,99
29-03-2018 04:00,29-03-2018,130
29-03-2018 05:00,29-03-2018,252.2777778
29-03-2018 06:00,29-03-2018,275.1176471
29-03-2018 07:00,29-03-2018,286.8235294
29-03-2018 08:00,29-03-2018,260.2727273
29-03-2018 09:00,29-03-2018,248.9090909
29-03-2018 10:00,29-03-2018,147.0909091
29-03-2018 11:00,29-03-2018,81.93333333
29-03-2018 12:00,29-03-2018,58.73333333
