date,Date,pm25_sea_ma
29-03-2018 13:00,29-03-2018,27
29-03-2018 14:00,29-03-2018,40
29-03-2018 15:00,29-03-2018,68
29-03-2018 16:00,29-03-2018,47
29-03-2018 17:00,29-03-2018,42
29-03-2018 18:00,29-03-2018,43
29-03-2018 19:00,29-03-2018,63
29-03-2018 20:00,29-03-2018,95
29-03-2018 21:00,29-03-2018,146
29-03-2018 22:00,29-03-2018,97
29-03-2018 23:00,29-03-2018,105
30-03-2018 00:00,30-03-2018,128
30-03-2018 01:00,30-03-2018,320
30-03-2018 02:00,30-03-2018,339
30-03-2018 03:00,30-03-2018,311
30-03-2018 04:00,30-03-2018,109
30-03-2018 05:00,30-03-2018,189.6428571
30-03-2018 06:00,30-03-2018,218.2857143
30-03-2018 07:00,30-03-2018,241.5
30-03-2018 08:00,30-03-2018,232.625
30-03-2018 09:00,30-03-2018,208.125
30-03-2018 10:00,30-03-2018,128.625
30-03-2018 11:00,30-03-2018,79.8125
30-03-2018 12:00,30-03-2018,66.4375
30-03-2018 13:00,30-03-2018,49.33333333
30-03-2018 14:00,30-03-2018,56.75
30-03-2018 15:00,30-03-2018,85.75
30-03-2018 16:00,30-03-2018,65.04166667
30-03-2018 17:00,30-03-2018,65.88461538
30-03-2018 18:00,30-03-2018,56.15384615
30-03-2018 19:00,30-03-2018,69.30769231
30-03-2018 20:00,30-03-2018,74.19230769
30-03-2018 21:00,30-03-2018,97.92307692
30-03-2018 22:00,30-03-2018,113
30-03-2018 23:00,30-03-2018,155.2
31-03-2018 00:00,31-03-2018,166.4
31-03-2018 01:00,31-03-2018,200
31-03-2018 02:00,31-03-2018,190.9333333
31-03-2018 03:00,31-03-2018,177.4333333
31-03-2018 04:00,31-03-2018,128.9333333
31-03-2018 05:00,31-03-2018,135.2777778
31-03-2018 06:00,31-03-2018,158.6666667
31-03-2018 07:00,31-03-2018,194.5555556
31-03-2018 08:00,31-03-2018,195.8888889
31-03-2018 09:00,31-03-2018,170.2222222
31-03-2018 10:00,31-03-2018,113.3333333
31-03-2018 11:00,31-03-2018,73
31-03-2018 12:00,31-03-2018,58
31-03-2018 13:00,31-03-2018,50
31-03-2018 14:00,31-03-2018,66
31-03-2018 15:00,31-03-2018,126
31-03-2018 16:00,31-03-2018,96
31-03-2018 17:00,31-03-2018,104
31-03-2018 18:00,31-03-2018,52
31-03-2018 19:00,31-03-2018,66
31-03-2018 20:00,31-03-2018,48
31-03-2018 21:00,31-03-2018,61
31-03-2018 22:00,31-03-2018,113
31-03-2018 23:00,31-03-2018,175
01-04-2018 00:00,01-04-2018,153
01-04-2018 01:00,01-04-2018,101
01-04-2018 02:00,01-04-2018,81
01-04-2018 03:00,01-04-2018,78
01-04-2018 04:00,01-04-2018,95
01-04-2018 05:00,01-04-2018,84
01-04-2018 06:00,01-04-2018,109
01-04-2018 07:00,01-04-2018,126
01-04-2018 08:00,01-04-2018,191.8125
01-04-2018 09:00,01-04-2018,159.625
01-04-2018 10:00,01-04-2018,121.375
01-04-2018 11:00,01-04-2018,96.41666667
01-04-2018 12:00,01-04-2018,84.58333333
01-04-2018 13:00,01-04-2018,83.42307692
01-04-2018 14:00,01-04-2018,77.69230769
01-04-2018 15:00,01-04-2018,94.15384615
01-04-2018 16:00,01-04-2018,72.26923077
01-04-2018 17:00,01-04-2018,78.57692308
01-04-2018 18:00,01-04-2018,76.42307692
01-04-2018 19:00,01-04-2018,84.92307692
01-04-2018 20:00,01-04-2018,91.88461538
01-04-2018 21:00,01-04-2018,93.03846154
01-04-2018 22:00,01-04-2018,121.6538462
01-04-2018 23:00,01-04-2018,183
02-04-2018 00:00,02-04-2018,174
02-04-2018 01:00,02-04-2018,141
02-04-2018 02:00,02-04-2018,87
02-04-2018 03:00,02-04-2018,86
02-04-2018 04:00,02-04-2018,90
02-04-2018 05:00,02-04-2018,129
02-04-2018 06:00,02-04-2018,161
02-04-2018 07:00,02-04-2018,182
02-04-2018 08:00,02-04-2018,117
02-04-2018 09:00,02-04-2018,98
02-04-2018 10:00,02-04-2018,88
02-04-2018 11:00,02-04-2018,97
02-04-2018 12:00,02-04-2018,119
02-04-2018 13:00,02-04-2018,108
02-04-2018 14:00,02-04-2018,71
02-04-2018 15:00,02-04-2018,72
02-04-2018 16:00,02-04-2018,67
02-04-2018 17:00,02-04-2018,84
02-04-2018 18:00,02-04-2018,123
02-04-2018 19:00,02-04-2018,108
02-04-2018 20:00,02-04-2018,90
02-04-2018 21:00,02-04-2018,60
02-04-2018 22:00,02-04-2018,85
02-04-2018 23:00,02-04-2018,119
03-04-2018 00:00,03-04-2018,176
03-04-2018 01:00,03-04-2018,215
03-04-2018 02:00,03-04-2018,224
03-04-2018 03:00,03-04-2018,129
03-04-2018 04:00,03-04-2018,122
03-04-2018 05:00,03-04-2018,106
03-04-2018 06:00,03-04-2018,149
03-04-2018 07:00,03-04-2018,292
03-04-2018 08:00,03-04-2018,254
03-04-2018 09:00,03-04-2018,149
03-04-2018 10:00,03-04-2018,88
03-04-2018 11:00,03-04-2018,79
03-04-2018 12:00,03-04-2018,96
03-04-2018 13:00,03-04-2018,135
03-04-2018 14:00,03-04-2018,110
03-04-2018 15:00,03-04-2018,75
03-04-2018 16:00,03-04-2018,53
03-04-2018 17:00,03-04-2018,61
03-04-2018 18:00,03-04-2018,69
03-04-2018 19:00,03-04-2018,98
03-04-2018 20:00,03-04-2018,150
03-04-2018 21:00,03-04-2018,110
03-04-2018 22:00,03-04-2018,147
03-04-2018 23:00,03-04-2018,154
04-04-2018 00:00,04-04-2018,136
04-04-2018 01:00,04-04-2018,176
04-04-2018 02:00,04-04-2018,230
04-04-2018 03:00,04-04-2018,250
04-04-2018 04:00,04-04-2018,176
04-04-2018 05:00,04-04-2018,150
04-04-2018 06:00,04-04-2018,123
04-04-2018 07:00,04-04-2018,233
04-04-2018 08:00,04-04-2018,215
04-04-2018 09:00,04-04-2018,246
04-04-2018 10:00,04-04-2018,184
04-04-2018 11:00,04-04-2018,124
04-04-2018 12:00,04-04-2018,62
04-04-2018 13:00,04-04-2018,116
04-04-2018 14:00,04-04-2018,144
04-04-2018 15:00,04-04-2018,132
04-04-2018 16:00,04-04-2018,70
04-04-2018 17:00,04-04-2018,58
04-04-2018 18:00,04-04-2018,73
04-04-2018 19:00,04-04-2018,95
04-04-2018 20:00,04-04-2018,190
04-04-2018 21:00,04-04-2018,221
04-04-2018 22:00,04-04-2018,231
04-04-2018 23:00,04-04-2018,185
05-04-2018 00:00,05-04-2018,273
05-04-2018 01:00,05-04-2018,308
05-04-2018 02:00,05-04-2018,345
05-04-2018 03:00,05-04-2018,361
05-04-2018 04:00,05-04-2018,382
05-04-2018 05:00,05-04-2018,375
05-04-2018 06:00,05-04-2018,412
05-04-2018 07:00,05-04-2018,413
05-04-2018 08:00,05-04-2018,401
05-04-2018 09:00,05-04-2018,384
05-04-2018 10:00,05-04-2018,364
05-04-2018 11:00,05-04-2018,308
05-04-2018 12:00,05-04-2018,53
05-04-2018 13:00,05-04-2018,40
05-04-2018 14:00,05-04-2018,67
05-04-2018 15:00,05-04-2018,107
05-04-2018 16:00,05-04-2018,83
05-04-2018 17:00,05-04-2018,51
05-04-2018 18:00,05-04-2018,27
05-04-2018 19:00,05-04-2018,35
05-04-2018 20:00,05-04-2018,49
05-04-2018 21:00,05-04-2018,182
05-04-2018 22:00,05-04-2018,187
05-04-2018 23:00,05-04-2018,178
06-04-2018 00:00,06-04-2018,188
06-04-2018 01:00,06-04-2018,219
06-04-2018 02:00,06-04-2018,154
06-04-2018 03:00,06-04-2018,129
06-04-2018 04:00,06-04-2018,221
06-04-2018 05:00,06-04-2018,211
06-04-2018 06:00,06-04-2018,142
06-04-2018 07:00,06-04-2018,120
06-04-2018 08:00,06-04-2018,178
06-04-2018 09:00,06-04-2018,146
06-04-2018 10:00,06-04-2018,101
06-04-2018 11:00,06-04-2018,150
06-04-2018 12:00,06-04-2018,75
06-04-2018 13:00,06-04-2018,53
06-04-2018 14:00,06-04-2018,58
06-04-2018 15:00,06-04-2018,128
06-04-2018 16:00,06-04-2018,140
06-04-2018 17:00,06-04-2018,136
06-04-2018 18:00,06-04-2018,75
06-04-2018 19:00,06-04-2018,48
06-04-2018 20:00,06-04-2018,81.6
06-04-2018 21:00,06-04-2018,116.5333333
06-04-2018 22:00,06-04-2018,3
06-04-2018 23:00,06-04-2018,40
07-04-2018 00:00,07-04-2018,58
07-04-2018 01:00,07-04-2018,12
07-04-2018 02:00,07-04-2018,4
07-04-2018 03:00,07-04-2018,10
07-04-2018 04:00,07-04-2018,36
07-04-2018 05:00,07-04-2018,61
07-04-2018 06:00,07-04-2018,79
07-04-2018 07:00,07-04-2018,132
07-04-2018 08:00,07-04-2018,53
07-04-2018 09:00,07-04-2018,22
07-04-2018 10:00,07-04-2018,68
07-04-2018 11:00,07-04-2018,81
07-04-2018 12:00,07-04-2018,73
07-04-2018 13:00,07-04-2018,64
07-04-2018 14:00,07-04-2018,40
07-04-2018 15:00,07-04-2018,55
07-04-2018 16:00,07-04-2018,61
07-04-2018 17:00,07-04-2018,71
07-04-2018 18:00,07-04-2018,81
07-04-2018 19:00,07-04-2018,70
07-04-2018 20:00,07-04-2018,45
07-04-2018 21:00,07-04-2018,44
07-04-2018 22:00,07-04-2018,64
07-04-2018 23:00,07-04-2018,95
08-04-2018 00:00,08-04-2018,90
08-04-2018 01:00,08-04-2018,147
08-04-2018 02:00,08-04-2018,49
08-04-2018 03:00,08-04-2018,37
08-04-2018 04:00,08-04-2018,32
08-04-2018 05:00,08-04-2018,43
08-04-2018 06:00,08-04-2018,56
08-04-2018 07:00,08-04-2018,95
08-04-2018 08:00,08-04-2018,64
08-04-2018 09:00,08-04-2018,49
08-04-2018 10:00,08-04-2018,45
08-04-2018 11:00,08-04-2018,70
08-04-2018 12:00,08-04-2018,79
08-04-2018 13:00,08-04-2018,76
08-04-2018 14:00,08-04-2018,71
08-04-2018 15:00,08-04-2018,49
08-04-2018 16:00,08-04-2018,41
08-04-2018 17:00,08-04-2018,56
08-04-2018 18:00,08-04-2018,90
08-04-2018 19:00,08-04-2018,83
08-04-2018 20:00,08-04-2018,70
08-04-2018 21:00,08-04-2018,38
08-04-2018 22:00,08-04-2018,32
08-04-2018 23:00,08-04-2018,41
09-04-2018 00:00,09-04-2018,72
09-04-2018 01:00,09-04-2018,77
09-04-2018 02:00,09-04-2018,96
09-04-2018 03:00,09-04-2018,84
09-04-2018 04:00,09-04-2018,52
09-04-2018 05:00,09-04-2018,48
09-04-2018 06:00,09-04-2018,69
09-04-2018 07:00,09-04-2018,111
09-04-2018 08:00,09-04-2018,140
09-04-2018 09:00,09-04-2018,101
09-04-2018 10:00,09-04-2018,35
09-04-2018 11:00,09-04-2018,2
09-04-2018 12:00,09-04-2018,5
09-04-2018 13:00,09-04-2018,36
09-04-2018 14:00,09-04-2018,52
09-04-2018 15:00,09-04-2018,58
09-04-2018 16:00,09-04-2018,19
09-04-2018 17:00,09-04-2018,7
09-04-2018 18:00,09-04-2018,25
09-04-2018 19:00,09-04-2018,42
09-04-2018 20:00,09-04-2018,94
09-04-2018 21:00,09-04-2018,127
09-04-2018 22:00,09-04-2018,113
09-04-2018 23:00,09-04-2018,92
10-04-2018 00:00,10-04-2018,151
10-04-2018 01:00,10-04-2018,114
10-04-2018 02:00,10-04-2018,201
10-04-2018 03:00,10-04-2018,232
10-04-2018 04:00,10-04-2018,166
10-04-2018 05:00,10-04-2018,97
10-04-2018 06:00,10-04-2018,124
10-04-2018 07:00,10-04-2018,178
10-04-2018 08:00,10-04-2018,200
10-04-2018 09:00,10-04-2018,225
10-04-2018 10:00,10-04-2018,97
10-04-2018 11:00,10-04-2018,70
10-04-2018 12:00,10-04-2018,54
10-04-2018 13:00,10-04-2018,69
10-04-2018 14:00,10-04-2018,126
10-04-2018 15:00,10-04-2018,120
10-04-2018 16:00,10-04-2018,106
10-04-2018 17:00,10-04-2018,52
10-04-2018 18:00,10-04-2018,58
10-04-2018 19:00,10-04-2018,44
10-04-2018 20:00,10-04-2018,78
10-04-2018 21:00,10-04-2018,118
10-04-2018 22:00,10-04-2018,85
10-04-2018 23:00,10-04-2018,50
11-04-2018 00:00,11-04-2018,24
11-04-2018 01:00,11-04-2018,45
11-04-2018 02:00,11-04-2018,69
11-04-2018 03:00,11-04-2018,90
11-04-2018 04:00,11-04-2018,99
11-04-2018 05:00,11-04-2018,79
11-04-2018 06:00,11-04-2018,35
11-04-2018 07:00,11-04-2018,39
11-04-2018 08:00,11-04-2018,21
11-04-2018 09:00,11-04-2018,83
11-04-2018 10:00,11-04-2018,83
11-04-2018 11:00,11-04-2018,85
11-04-2018 12:00,11-04-2018,64
11-04-2018 13:00,11-04-2018,40
11-04-2018 14:00,11-04-2018,52
11-04-2018 15:00,11-04-2018,81
11-04-2018 16:00,11-04-2018,103
11-04-2018 17:00,11-04-2018,69
11-04-2018 18:00,11-04-2018,28
11-04-2018 19:00,11-04-2018,6
11-04-2018 20:00,11-04-2018,17
11-04-2018 21:00,11-04-2018,17
11-04-2018 22:00,11-04-2018,27
11-04-2018 23:00,11-04-2018,46
12-04-2018 00:00,12-04-2018,35
12-04-2018 01:00,12-04-2018,14
12-04-2018 02:00,12-04-2018,25
12-04-2018 03:00,12-04-2018,23
12-04-2018 04:00,12-04-2018,86
12-04-2018 05:00,12-04-2018,27
12-04-2018 06:00,12-04-2018,21
12-04-2018 07:00,12-04-2018,1
12-04-2018 08:00,12-04-2018,8
12-04-2018 09:00,12-04-2018,34
12-04-2018 10:00,12-04-2018,76
12-04-2018 11:00,12-04-2018,71
12-04-2018 12:00,12-04-2018,77
12-04-2018 13:00,12-04-2018,57
12-04-2018 14:00,12-04-2018,36
12-04-2018 15:00,12-04-2018,66
12-04-2018 16:00,12-04-2018,63
12-04-2018 17:00,12-04-2018,37
12-04-2018 18:00,12-04-2018,29
12-04-2018 19:00,12-04-2018,28
12-04-2018 20:00,12-04-2018,49
12-04-2018 21:00,12-04-2018,63
12-04-2018 22:00,12-04-2018,69
12-04-2018 23:00,12-04-2018,312
13-04-2018 00:00,13-04-2018,261
13-04-2018 01:00,13-04-2018,67
13-04-2018 02:00,13-04-2018,70
13-04-2018 03:00,13-04-2018,152
13-04-2018 04:00,13-04-2018,115
13-04-2018 05:00,13-04-2018,300
13-04-2018 06:00,13-04-2018,228
13-04-2018 07:00,13-04-2018,270
13-04-2018 08:00,13-04-2018,247
13-04-2018 09:00,13-04-2018,306
13-04-2018 10:00,13-04-2018,177
13-04-2018 11:00,13-04-2018,52
13-04-2018 12:00,13-04-2018,14
13-04-2018 13:00,13-04-2018,9
13-04-2018 14:00,13-04-2018,12
13-04-2018 15:00,13-04-2018,56
13-04-2018 16:00,13-04-2018,35
13-04-2018 17:00,13-04-2018,11
13-04-2018 18:00,13-04-2018,60
13-04-2018 19:00,13-04-2018,47
13-04-2018 20:00,13-04-2018,44
13-04-2018 21:00,13-04-2018,59
13-04-2018 22:00,13-04-2018,72
13-04-2018 23:00,13-04-2018,182
14-04-2018 00:00,14-04-2018,324
14-04-2018 01:00,14-04-2018,291
14-04-2018 02:00,14-04-2018,282
14-04-2018 03:00,14-04-2018,156
14-04-2018 04:00,14-04-2018,160
14-04-2018 05:00,14-04-2018,220
14-04-2018 06:00,14-04-2018,262
14-04-2018 07:00,14-04-2018,307
14-04-2018 08:00,14-04-2018,308
14-04-2018 09:00,14-04-2018,326
14-04-2018 10:00,14-04-2018,277
14-04-2018 11:00,14-04-2018,96
14-04-2018 12:00,14-04-2018,45
14-04-2018 13:00,14-04-2018,11
14-04-2018 14:00,14-04-2018,23.2173913
14-04-2018 15:00,14-04-2018,4
14-04-2018 16:00,14-04-2018,12
14-04-2018 17:00,14-04-2018,19
14-04-2018 18:00,14-04-2018,17
14-04-2018 19:00,14-04-2018,42
14-04-2018 20:00,14-04-2018,46
14-04-2018 21:00,14-04-2018,61
14-04-2018 22:00,14-04-2018,100
14-04-2018 23:00,14-04-2018,160
15-04-2018 00:00,15-04-2018,234
15-04-2018 01:00,15-04-2018,187
15-04-2018 02:00,15-04-2018,183
15-04-2018 03:00,15-04-2018,204
15-04-2018 04:00,15-04-2018,321
15-04-2018 05:00,15-04-2018,301
15-04-2018 06:00,15-04-2018,326
15-04-2018 07:00,15-04-2018,356
15-04-2018 08:00,15-04-2018,345
15-04-2018 09:00,15-04-2018,316
15-04-2018 10:00,15-04-2018,175
15-04-2018 11:00,15-04-2018,141
15-04-2018 12:00,15-04-2018,27
15-04-2018 13:00,15-04-2018,9
15-04-2018 14:00,15-04-2018,8
15-04-2018 15:00,15-04-2018,19
15-04-2018 16:00,15-04-2018,36
15-04-2018 17:00,15-04-2018,39
15-04-2018 18:00,15-04-2018,34
15-04-2018 19:00,15-04-2018,50
15-04-2018 20:00,15-04-2018,55
15-04-2018 21:00,15-04-2018,63
15-04-2018 22:00,15-04-2018,110
15-04-2018 23:00,15-04-2018,88
16-04-2018 00:00,16-04-2018,118
16-04-2018 01:00,16-04-2018,180
16-04-2018 02:00,16-04-2018,278
16-04-2018 03:00,16-04-2018,168.8823529
16-04-2018 04:00,16-04-2018,222
16-04-2018 05:00,16-04-2018,244.8823529
16-04-2018 06:00,16-04-2018,267.9411765
16-04-2018 07:00,16-04-2018,307.2352941
16-04-2018 08:00,16-04-2018,292.8235294
16-04-2018 09:00,16-04-2018,276.4705882
16-04-2018 10:00,16-04-2018,188.3529412
16-04-2018 11:00,16-04-2018,107.4705882
16-04-2018 12:00,16-04-2018,35.70588235
16-04-2018 13:00,16-04-2018,16.76470588
16-04-2018 14:00,16-04-2018,17.84615385
16-04-2018 15:00,16-04-2018,27.52941176
16-04-2018 16:00,16-04-2018,35.35294118
16-04-2018 17:00,16-04-2018,29
16-04-2018 18:00,16-04-2018,28.80952381
16-04-2018 19:00,16-04-2018,40.76190476
16-04-2018 20:00,16-04-2018,46.61904762
16-04-2018 21:00,16-04-2018,60.14285714
16-04-2018 22:00,16-04-2018,93.66666667
16-04-2018 23:00,16-04-2018,120.0952381
17-04-2018 00:00,17-04-2018,156.6190476
17-04-2018 01:00,17-04-2018,167
17-04-2018 02:00,17-04-2018,207.4736842
17-04-2018 03:00,17-04-2018,168.7272727
17-04-2018 04:00,17-04-2018,201.7272727
17-04-2018 05:00,17-04-2018,221.8181818
17-04-2018 06:00,17-04-2018,263.6363636
17-04-2018 07:00,17-04-2018,320
17-04-2018 08:00,17-04-2018,291.9090909
17-04-2018 09:00,17-04-2018,242.3636364
17-04-2018 10:00,17-04-2018,178.0909091
17-04-2018 11:00,17-04-2018,98.90909091
17-04-2018 12:00,17-04-2018,38.54545455
17-04-2018 13:00,17-04-2018,23.18181818
17-04-2018 14:00,17-04-2018,28.88888889
17-04-2018 15:00,17-04-2018,34.90909091
17-04-2018 16:00,17-04-2018,42.45454545
17-04-2018 17:00,17-04-2018,27.84210526
17-04-2018 18:00,17-04-2018,24.31578947
17-04-2018 19:00,17-04-2018,34.89473684
17-04-2018 20:00,17-04-2018,41.68421053
17-04-2018 21:00,17-04-2018,57.94736842
17-04-2018 22:00,17-04-2018,87.36842105
17-04-2018 23:00,17-04-2018,97.78947368
18-04-2018 00:00,18-04-2018,119.1578947
18-04-2018 01:00,18-04-2018,137.1333333
18-04-2018 02:00,18-04-2018,164.2666667
18-04-2018 03:00,18-04-2018,156
18-04-2018 04:00,18-04-2018,163.8181818
18-04-2018 05:00,18-04-2018,164.9090909
18-04-2018 06:00,18-04-2018,236.5454545
18-04-2018 07:00,18-04-2018,313
18-04-2018 08:00,18-04-2018,266.7272727
18-04-2018 09:00,18-04-2018,167.8181818
18-04-2018 10:00,18-04-2018,153
18-04-2018 11:00,18-04-2018,85.27272727
18-04-2018 12:00,18-04-2018,47.54545455
18-04-2018 13:00,18-04-2018,36.81818182
18-04-2018 14:00,18-04-2018,44.8
18-04-2018 15:00,18-04-2018,48.18181818
18-04-2018 16:00,18-04-2018,55.63636364
18-04-2018 17:00,18-04-2018,24
18-04-2018 18:00,18-04-2018,9
18-04-2018 19:00,18-04-2018,27
18-04-2018 20:00,18-04-2018,26
18-04-2018 21:00,18-04-2018,55
18-04-2018 22:00,18-04-2018,81
18-04-2018 23:00,18-04-2018,81
19-04-2018 00:00,19-04-2018,79
19-04-2018 01:00,19-04-2018,84
19-04-2018 02:00,19-04-2018,88
19-04-2018 03:00,19-04-2018,144
19-04-2018 04:00,19-04-2018,125
19-04-2018 05:00,19-04-2018,124
19-04-2018 06:00,19-04-2018,211
19-04-2018 07:00,19-04-2018,303
19-04-2018 08:00,19-04-2018,242
19-04-2018 09:00,19-04-2018,111
19-04-2018 10:00,19-04-2018,132
19-04-2018 11:00,19-04-2018,70
19-04-2018 12:00,19-04-2018,53
19-04-2018 13:00,19-04-2018,47
19-04-2018 14:00,19-04-2018,54
19-04-2018 15:00,19-04-2018,61
19-04-2018 16:00,19-04-2018,66
19-04-2018 17:00,19-04-2018,33
19-04-2018 18:00,19-04-2018,40
19-04-2018 19:00,19-04-2018,29
19-04-2018 20:00,19-04-2018,57
19-04-2018 21:00,19-04-2018,57
19-04-2018 22:00,19-04-2018,75
19-04-2018 23:00,19-04-2018,89
20-04-2018 00:00,20-04-2018,92
